Model,Tissue,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,heart,ELGP(HinSAGE),0.8181818181818182,0.9772727272727273,0.972972972972973,0.8888888888888891,0.8977272727272727,0.8057161971532291,0.9519628099173554,0.9514167944443965
