FPR,TPR
0.0,0.0
0.0,0.0003028467595396729
0.0,0.0045427013930950935
0.0003028467595396729,0.0045427013930950935
0.0003028467595396729,0.01241671714112659
0.0006056935190793458,0.01241671714112659
0.0006056935190793458,0.025136281041792854
0.0009085402786190188,0.025136281041792854
0.0009085402786190188,0.02877044215626893
0.0012113870381586917,0.02877044215626893
0.0012113870381586917,0.036947304663840094
0.0015142337976983646,0.036947304663840094
0.0015142337976983646,0.07571168988491823
0.0018170805572380376,0.07571168988491823
0.0018170805572380376,0.09600242277407632
0.0021199273167777106,0.09600242277407632
0.0021199273167777106,0.1029678982434888
0.0024227740763173833,0.1029678982434888
0.0024227740763173833,0.10478497880072683
0.0027256208358570565,0.10478497880072683
0.0027256208358570565,0.10932768019382193
0.0030284675953967293,0.10932768019382193
0.0030284675953967293,0.14021804966686857
0.003331314354936402,0.14021804966686857
0.003331314354936402,0.1556632344033919
0.0036341611144760752,0.1556632344033919
0.0036341611144760752,0.16141732283464566
0.003937007874015748,0.16141732283464566
0.003937007874015748,0.17928528164748636
0.004239854633555421,0.17928528164748636
0.004239854633555421,0.18413082980012113
0.0045427013930950935,0.18413082980012113
0.0045427013930950935,0.18534221683827984
0.004845548152634767,0.18534221683827984
0.004845548152634767,0.18927922471229558
0.00514839491217444,0.18927922471229558
0.00514839491217444,0.21623258631132647
0.005451241671714113,0.21623258631132647
0.005451241671714113,0.22138098122350092
0.005754088431253785,0.22138098122350092
0.005754088431253785,0.23258631132646881
0.0060569351907934586,0.23258631132646881
0.0060569351907934586,0.2350090854027862
0.006359781950333132,0.2350090854027862
0.006359781950333132,0.2571168988491823
0.006662628709872804,0.2571168988491823
0.006662628709872804,0.25802543912780135
0.006965475469412477,0.25802543912780135
0.006965475469412477,0.2586311326468807
0.0072683222289521504,0.2586311326468807
0.0072683222289521504,0.2619624470018171
0.007571168988491823,0.2619624470018171
0.007571168988491823,0.28679588128407024
0.007874015748031496,0.28679588128407024
0.007874015748031496,0.29224712295578437
0.00817686250757117,0.29224712295578437
0.00817686250757117,0.2934585099939431
0.008479709267110842,0.2934585099939431
0.008479709267110842,0.2973955178679588
0.008782556026650516,0.2973955178679588
0.008782556026650516,0.3098122350090854
0.009085402786190187,0.3098122350090854
0.009085402786190187,0.31465778316172016
0.00938824954572986,0.31465778316172016
0.00938824954572986,0.32162325863113267
0.009691096305269533,0.32162325863113267
0.009691096305269533,0.32192610539067235
0.009993943064809207,0.32192610539067235
0.009993943064809207,0.32222895215021197
0.01029678982434888,0.32222895215021197
0.01029678982434888,0.32253179890975164
0.010599636583888553,0.32253179890975164
0.010599636583888553,0.32374318594791035
0.010902483343428226,0.32374318594791035
0.010902483343428226,0.32525741974560873
0.011205330102967898,0.32525741974560873
0.011205330102967898,0.34009691096305267
0.01150817686250757,0.34009691096305267
0.01150817686250757,0.34463961235614776
0.011811023622047244,0.34463961235614776
0.011811023622047244,0.3470623864324652
0.012113870381586917,0.3470623864324652
0.012113870381586917,0.3482737734706239
0.01241671714112659,0.3482737734706239
0.01241671714112659,0.35160508782556027
0.012719563900666263,0.35160508782556027
0.012719563900666263,0.352816474863719
0.013022410660205935,0.352816474863719
0.013022410660205935,0.3543307086614173
0.013325257419745608,0.3543307086614173
0.013325257419745608,0.36069049061175046
0.013628104179285281,0.36069049061175046
0.013628104179285281,0.36553603876438523
0.013930950938824955,0.36553603876438523
0.013930950938824955,0.3658388855239249
0.014233797698364628,0.3658388855239249
0.014233797698364628,0.3700787401574803
0.014536644457904301,0.3700787401574803
0.014536644457904301,0.37038158691702
0.014839491217443974,0.37038158691702
0.014839491217443974,0.3867353119321623
0.015142337976983646,0.3867353119321623
0.015142337976983646,0.387038158691702
0.015445184736523319,0.387038158691702
0.015445184736523319,0.3924894003634161
0.015748031496062992,0.3924894003634161
0.015748031496062992,0.3940036341611145
0.016050878255602665,0.3940036341611145
0.016050878255602665,0.3946093276801938
0.01635372501514234,0.3946093276801938
0.01635372501514234,0.39551786795881283
