FPR,TPR
0.0,0.0
0.0,0.0003028467595396729
0.0,0.007874015748031496
0.0003028467595396729,0.007874015748031496
0.0003028467595396729,0.013325257419745608
0.0006056935190793458,0.013325257419745608
0.0006056935190793458,0.016050878255602665
0.0009085402786190188,0.016050878255602665
0.0009085402786190188,0.019079345850999394
0.0012113870381586917,0.019079345850999394
0.0012113870381586917,0.024530587522713507
0.0015142337976983646,0.024530587522713507
0.0015142337976983646,0.054209569957601456
0.0018170805572380376,0.054209569957601456
0.0018170805572380376,0.08540278619018776
0.0021199273167777106,0.08540278619018776
0.0021199273167777106,0.09993943064809206
0.0024227740763173833,0.09993943064809206
0.0024227740763173833,0.11689884918231375
0.0027256208358570565,0.11689884918231375
0.0027256208358570565,0.11720169594185342
0.0030284675953967293,0.11720169594185342
0.0030284675953967293,0.14627498485766202
0.003331314354936402,0.14627498485766202
0.003331314354936402,0.15172622652937615
0.0036341611144760752,0.15172622652937615
0.0036341611144760752,0.15808600847970927
0.003937007874015748,0.15808600847970927
0.003937007874015748,0.17262265293761356
0.004239854633555421,0.17262265293761356
0.004239854633555421,0.17595396729254997
0.0045427013930950935,0.17595396729254997
0.0045427013930950935,0.19866747425802544
0.004845548152634767,0.19866747425802544
0.004845548152634767,0.2080557238037553
0.00514839491217444,0.2080557238037553
0.00514839491217444,0.2180496668685645
0.005451241671714113,0.2180496668685645
0.005451241671714113,0.24136886735311933
0.005754088431253785,0.24136886735311933
0.005754088431253785,0.241671714112659
0.0060569351907934586,0.241671714112659
0.0060569351907934586,0.24591156874621442
0.006359781950333132,0.24591156874621442
0.006359781950333132,0.26892792247122954
0.006662628709872804,0.26892792247122954
0.006662628709872804,0.2874015748031496
0.006965475469412477,0.2874015748031496
0.006965475469412477,0.288915808600848
0.0072683222289521504,0.288915808600848
0.0072683222289521504,0.3040581465778316
0.007571168988491823,0.3040581465778316
0.007571168988491823,0.30466384009691094
0.007874015748031496,0.30466384009691094
0.007874015748031496,0.31011508176862507
0.00817686250757117,0.31011508176862507
0.00817686250757117,0.3110236220472441
0.008479709267110842,0.3110236220472441
0.008479709267110842,0.3113264688067838
0.009085402786190187,0.3113264688067838
0.009085402786190187,0.31950333131435493
0.00938824954572986,0.31950333131435493
0.00938824954572986,0.3201090248334343
0.009691096305269533,0.3201090248334343
0.009691096305269533,0.32162325863113267
0.01029678982434888,0.32162325863113267
0.01029678982434888,0.3246517262265294
0.010902483343428226,0.3246517262265294
0.010902483343428226,0.3367655966081163
0.01150817686250757,0.3367655966081163
0.01150817686250757,0.34312537855844943
0.011811023622047244,0.34312537855844943
0.011811023622047244,0.3455481526347668
0.012113870381586917,0.3455481526347668
0.012113870381586917,0.34615384615384615
0.01241671714112659,0.34615384615384615
0.01241671714112659,0.34887946698970324
0.012719563900666263,0.34887946698970324
0.012719563900666263,0.34918231374924286
0.013022410660205935,0.34918231374924286
0.013022410660205935,0.34948516050878253
0.013325257419745608,0.34948516050878253
0.013325257419745608,0.3500908540278619
0.013628104179285281,0.3500908540278619
0.013628104179285281,0.3509993943064809
0.013930950938824955,0.3509993943064809
0.013930950938824955,0.36281041792852814
0.014233797698364628,0.36281041792852814
0.014233797698364628,0.36735311932162323
0.014536644457904301,0.36735311932162323
0.014536644457904301,0.372198667474258
0.014839491217443974,0.372198667474258
0.014839491217443974,0.3746214415505754
0.015142337976983646,0.3746214415505754
0.015142337976983646,0.37522713506965477
0.015445184736523319,0.37522713506965477
0.015445184736523319,0.3821926105390672
0.016050878255602665,0.3821926105390672
0.016050878255602665,0.3849182313749243
0.01635372501514234,0.3849182313749243
0.01635372501514234,0.38976377952755903
0.01665657177468201,0.38976377952755903
0.01665657177468201,0.4003634161114476
0.016959418534221685,0.4003634161114476
0.016959418534221685,0.4049061175045427
0.017262265293761358,0.4049061175045427
0.017262265293761358,0.40551181102362205
0.017867958812840704,0.40551181102362205
0.017867958812840704,0.4079345850999394
0.018170805572380374,0.4079345850999394
0.018170805572380374,0.4118715929739552
0.018473652331920047,0.4118715929739552
