gene_name,gene_id,identifier,protein,uniprot_id
4933439C10Rik,NONMMUG006254,NONMMUG006254,SFPQ,Q8VIJ6
1700007J10Rik,NONMMUG006261,NONMMUG006261,SFPQ,Q8VIJ6
Gm12264,-,Gm12264,SFPQ,Q8VIJ6
Gm16062,NONMMUG006266,NONMMUG006266,SFPQ,Q8VIJ6
4930412M03Rik,NONMMUG006279,NONMMUG006279,SFPQ,Q8VIJ6
Gm12265,NONMMUG006286,NONMMUG006286,SFPQ,Q8VIJ6
Gm17423,-,Gm17423,SFPQ,Q8VIJ6
Gm16516,-,Gm16516,SFPQ,Q8VIJ6
Gm12272,NONMMUG006336,NONMMUG006336,SFPQ,Q8VIJ6
Gm12278,NONMMUG006369,NONMMUG006369,SFPQ,Q8VIJ6
2410006H16Rik,NONMMUG006378,NONMMUG006378,SFPQ,Q8VIJ6
4930443B20Rik,-,4930443B20Rik,SFPQ,Q8VIJ6
4930557C09Rik,-,4930557C09Rik,SFPQ,Q8VIJ6
B430319H21Rik,NONMMUG006400,NONMMUG006400,SFPQ,Q8VIJ6
9630013K17Rik,NONMMUG006413,NONMMUG006413,SFPQ,Q8VIJ6
Gm12289,NONMMUG006415,NONMMUG006415,SFPQ,Q8VIJ6
Gm12296,NONMMUG006447,NONMMUG006447,SFPQ,Q8VIJ6
Gm12298,NONMMUG006453,NONMMUG006453,SFPQ,Q8VIJ6
2010012P19Rik,-,2010012P19Rik,SFPQ,Q8VIJ6
1700016P03Rik,NONMMUG006735,NONMMUG006735,SFPQ,Q8VIJ6
Mir22hg,NONMMUG006746,NONMMUG006746,SFPQ,Q8VIJ6
4931413K12Rik,NONMMUG006750,NONMMUG006750,SFPQ,Q8VIJ6
Gm16626,-,Gm16626,SFPQ,Q8VIJ6
Gm16727,-,Gm16727,SFPQ,Q8VIJ6
Gm11192,-,Gm11192,SFPQ,Q8VIJ6
AU040972,NONMMUG006918,NONMMUG006918,SFPQ,Q8VIJ6
Gm16706,-,Gm16706,SFPQ,Q8VIJ6
AI662270,NONMMUG007014,NONMMUG007014,SFPQ,Q8VIJ6
1500016L03Rik,-,1500016L03Rik,SFPQ,Q8VIJ6
8430403D17Rik,-,8430403D17Rik,SFPQ,Q8VIJ6
9530048J24Rik,-,9530048J24Rik,SFPQ,Q8VIJ6
2610027K06Rik,NONMMUG007094,NONMMUG007094,SFPQ,Q8VIJ6
4632419I22Rik,-,4632419I22Rik,SFPQ,Q8VIJ6
Gm11491,NONMMUG007157,NONMMUG007157,SFPQ,Q8VIJ6
Gm11508,NONMMUG007197,NONMMUG007197,SFPQ,Q8VIJ6
2010015M23Rik,-,2010015M23Rik,SFPQ,Q8VIJ6
Gm15892,NONMMUG007200,NONMMUG007200,SFPQ,Q8VIJ6
2210416O15Rik,-,2210416O15Rik,SFPQ,Q8VIJ6
Gm15893,NONMMUG007217,NONMMUG007217,SFPQ,Q8VIJ6
C030037D09Rik,NONMMUG007229,NONMMUG007229,SFPQ,Q8VIJ6
4930556N13Rik,NONMMUG007234,NONMMUG007234,SFPQ,Q8VIJ6
4930405P13Rik,-,4930405P13Rik,SFPQ,Q8VIJ6
4930405D11Rik,NONMMUG007279,NONMMUG007279,SFPQ,Q8VIJ6
NONMMUG007313,NONMMUG007313,NONMMUG007313,SFPQ,Q8VIJ6
Gm11520,NONMMUG007364,NONMMUG007364,SFPQ,Q8VIJ6
Gm11521,NONMMUG007365,NONMMUG007365,SFPQ,Q8VIJ6
Gm17369,-,Gm17369,SFPQ,Q8VIJ6
Gm11534,-,Gm11534,SFPQ,Q8VIJ6
D030028A08Rik,NONMMUG007448,NONMMUG007448,SFPQ,Q8VIJ6
Gm11532,NONMMUG007453,NONMMUG007453,SFPQ,Q8VIJ6
Gm11583,NONMMUG007460,NONMMUG007460,SFPQ,Q8VIJ6
Gm11592,NONMMUG007465,NONMMUG007465,SFPQ,Q8VIJ6
Gm11613,NONMMUG007478,NONMMUG007478,SFPQ,Q8VIJ6
Gm11632,NONMMUG007500,NONMMUG007500,SFPQ,Q8VIJ6
Gm12352,-,Gm12352,SFPQ,Q8VIJ6
Gm12356,NONMMUG007530,NONMMUG007530,SFPQ,Q8VIJ6
Gm12359,NONMMUG007538,NONMMUG007538,SFPQ,Q8VIJ6
Gm17536,-,Gm17536,SFPQ,Q8VIJ6
1700028N14Rik,NONMMUG007736,NONMMUG007736,SFPQ,Q8VIJ6
Gm11648,-,Gm11648,SFPQ,Q8VIJ6
Gm11647,-,Gm11647,SFPQ,Q8VIJ6
C130046K22Rik,NONMMUG007751,NONMMUG007751,SFPQ,Q8VIJ6
Gm11659,NONMMUG007762,NONMMUG007762,SFPQ,Q8VIJ6
Gm11651,NONMMUG007818,NONMMUG007818,SFPQ,Q8VIJ6
Gm11706,NONMMUG007861,NONMMUG007861,SFPQ,Q8VIJ6
Gm11714,NONMMUG007896,NONMMUG007896,SFPQ,Q8VIJ6
Gm11722,NONMMUG007897,NONMMUG007897,SFPQ,Q8VIJ6
Gm11650,NONMMUG007910,NONMMUG007910,SFPQ,Q8VIJ6
Gm11655,NONMMUG007920,NONMMUG007920,SFPQ,Q8VIJ6
Gm11670,NONMMUG007936,NONMMUG007936,SFPQ,Q8VIJ6
Gm15642,NONMMUG007950,NONMMUG007950,SFPQ,Q8VIJ6
Gm11685,NONMMUG007956,NONMMUG007956,SFPQ,Q8VIJ6
2610035D17Rik,NONMMUG008008,NONMMUG008008,SFPQ,Q8VIJ6
C920011F04Rik,-,C920011F04Rik,SFPQ,Q8VIJ6
Gm17246,-,Gm17246,SFPQ,Q8VIJ6
Smim5,NONMMUG008106,NONMMUG008106,SFPQ,Q8VIJ6
Gm11721,-,Gm11721,SFPQ,Q8VIJ6
Gm11739,NONMMUG008147,NONMMUG008147,SFPQ,Q8VIJ6
2810008D09Rik,NONMMUG008177,NONMMUG008177,SFPQ,Q8VIJ6
Gm16045,NONMMUG008187,NONMMUG008187,SFPQ,Q8VIJ6
Gm11734,NONMMUG008198,NONMMUG008198,SFPQ,Q8VIJ6
Gm11725,NONMMUG008216,NONMMUG008216,SFPQ,Q8VIJ6
Gm11748,NONMMUG008232,NONMMUG008232,SFPQ,Q8VIJ6
Gm11749,-,Gm11749,SFPQ,Q8VIJ6
Gm17569,-,Gm17569,SFPQ,Q8VIJ6
Gm11755,NONMMUG008247,NONMMUG008247,SFPQ,Q8VIJ6
Gm17433,-,Gm17433,SFPQ,Q8VIJ6
Gm11753,NONMMUG008251,NONMMUG008251,SFPQ,Q8VIJ6
A430071A18Rik,-,A430071A18Rik,SFPQ,Q8VIJ6
Gm11767,NONMMUG008272,NONMMUG008272,SFPQ,Q8VIJ6
Gm11766,NONMMUG008273,NONMMUG008273,SFPQ,Q8VIJ6
Gm11769,NONMMUG008282,NONMMUG008282,SFPQ,Q8VIJ6
2810410L24Rik,NONMMUG008285,NONMMUG008285,SFPQ,Q8VIJ6
Gm11770,NONMMUG008286,NONMMUG008286,SFPQ,Q8VIJ6
2900052L18Rik,NONMMUG008287,NONMMUG008287,SFPQ,Q8VIJ6
Gm16755,-,Gm16755,SFPQ,Q8VIJ6
Gm11788,NONMMUG008303,NONMMUG008303,SFPQ,Q8VIJ6
Gm17178,NONMMUG008331,NONMMUG008331,SFPQ,Q8VIJ6
Gm11773,NONMMUG008340,NONMMUG008340,SFPQ,Q8VIJ6
Gm20448,-,Gm20448,SFPQ,Q8VIJ6
Gm10485,-,Gm10485,SFPQ,Q8VIJ6
3110053B16Rik,-,3110053B16Rik,SFPQ,Q8VIJ6
Gm20535,NONMMUG008613,NONMMUG008613,SFPQ,Q8VIJ6
Gdap10,-,Gdap10,SFPQ,Q8VIJ6
Gm17024,NONMMUG008865,NONMMUG008865,SFPQ,Q8VIJ6
Gm16246,NONMMUG009077,NONMMUG009077,SFPQ,Q8VIJ6
Gm17529,-,Gm17529,SFPQ,Q8VIJ6
9330151L19Rik,-,9330151L19Rik,SFPQ,Q8VIJ6
F730035M05Rik,NONMMUG009193,NONMMUG009193,SFPQ,Q8VIJ6
3110056K07Rik,NONMMUG009216,NONMMUG009216,SFPQ,Q8VIJ6
Gm15283,NONMMUG009283,NONMMUG009283,SFPQ,Q8VIJ6
2310015A10Rik,-,2310015A10Rik,SFPQ,Q8VIJ6
Gm17191,NONMMUG009442,NONMMUG009442,SFPQ,Q8VIJ6
6530401F13Rik,NONMMUG009443,NONMMUG009443,SFPQ,Q8VIJ6
Gm16572,NONMMUG009447,NONMMUG009447,SFPQ,Q8VIJ6
Gm17691,-,Gm17691,SFPQ,Q8VIJ6
Gm17256,-,Gm17256,SFPQ,Q8VIJ6
4930544I03Rik,-,4930544I03Rik,SFPQ,Q8VIJ6
5430427M07Rik,NONMMUG009675,NONMMUG009675,SFPQ,Q8VIJ6
Gm8378,NONMMUG009681,NONMMUG009681,SFPQ,Q8VIJ6
Gm16956,-,Gm16956,SFPQ,Q8VIJ6
D130020L05Rik,-,D130020L05Rik,SFPQ,Q8VIJ6
4930478K11Rik,-,4930478K11Rik,SFPQ,Q8VIJ6
Meg3,NONMMUG009962,NONMMUG009962,SFPQ,Q8VIJ6
Rian,-,Rian,SFPQ,Q8VIJ6
Gm17111,NONMMUG009999,NONMMUG009999,SFPQ,Q8VIJ6
A230087F16Rik,-,A230087F16Rik,SFPQ,Q8VIJ6
Gm15995,NONMMUG010043,NONMMUG010043,SFPQ,Q8VIJ6
Gm17626,-,Gm17626,SFPQ,Q8VIJ6
2810429I04Rik,-,2810429I04Rik,SFPQ,Q8VIJ6
Gm17294,-,Gm17294,SFPQ,Q8VIJ6
Gpr137b-ps,-,Gpr137b-ps,SFPQ,Q8VIJ6
4930470G03Rik,NONMMUG010414,NONMMUG010414,SFPQ,Q8VIJ6
4930586N03Rik,NONMMUG010475,NONMMUG010475,SFPQ,Q8VIJ6
4930558J22Rik,NONMMUG010492,NONMMUG010492,SFPQ,Q8VIJ6
2610307P16Rik,NONMMUG010559,NONMMUG010559,SFPQ,Q8VIJ6
Gm17419,-,Gm17419,SFPQ,Q8VIJ6
Gm11365,NONMMUG010591,NONMMUG010591,SFPQ,Q8VIJ6
Gm15813,NONMMUG010806,NONMMUG010806,SFPQ,Q8VIJ6
Gm8619,-,Gm8619,SFPQ,Q8VIJ6
Gm15911,NONMMUG011079,NONMMUG011079,SFPQ,Q8VIJ6
Gm16613,-,Gm16613,SFPQ,Q8VIJ6
Etohd2,NONMMUG011170,NONMMUG011170,SFPQ,Q8VIJ6
Gm5665,-,Gm5665,SFPQ,Q8VIJ6
Gm16907,-,Gm16907,SFPQ,Q8VIJ6
Gm16133,NONMMUG011229,NONMMUG011229,SFPQ,Q8VIJ6
Gm16132,NONMMUG011231,NONMMUG011231,SFPQ,Q8VIJ6
1810034E14Rik,-,1810034E14Rik,SFPQ,Q8VIJ6
Gm17108,-,Gm17108,SFPQ,Q8VIJ6
Gm17282,-,Gm17282,SFPQ,Q8VIJ6
A830082K12Rik,NONMMUG011468,NONMMUG011468,SFPQ,Q8VIJ6
1700023H06Rik,NONMMUG011474,NONMMUG011474,SFPQ,Q8VIJ6
9330111N05Rik,-,9330111N05Rik,SFPQ,Q8VIJ6
Gm17259,-,Gm17259,SFPQ,Q8VIJ6
Gm4117,NONMMUG011548,NONMMUG011548,SFPQ,Q8VIJ6
A830009L08Rik,-,A830009L08Rik,SFPQ,Q8VIJ6
4833422C13Rik,NONMMUG011576,NONMMUG011576,SFPQ,Q8VIJ6
Gm17447,-,Gm17447,SFPQ,Q8VIJ6
Gm15907,NONMMUG011623,NONMMUG011623,SFPQ,Q8VIJ6
Gm11019,-,Gm11019,SFPQ,Q8VIJ6
Gm17290,-,Gm17290,SFPQ,Q8VIJ6
Gm9828,NONMMUG011707,NONMMUG011707,SFPQ,Q8VIJ6
6430562O15Rik,-,6430562O15Rik,SFPQ,Q8VIJ6
Gm17568,-,Gm17568,SFPQ,Q8VIJ6
2610204G07Rik,NONMMUG011847,NONMMUG011847,SFPQ,Q8VIJ6
Gm15286,NONMMUG011957,NONMMUG011957,SFPQ,Q8VIJ6
Gm17188,NONMMUG012115,NONMMUG012115,SFPQ,Q8VIJ6
Gm3848,NONMMUG012207,NONMMUG012207,SFPQ,Q8VIJ6
1810062O18Rik,NONMMUG012326,NONMMUG012326,SFPQ,Q8VIJ6
6230400D17Rik,-,6230400D17Rik,SFPQ,Q8VIJ6
A430057M04Rik,NONMMUG012368,NONMMUG012368,SFPQ,Q8VIJ6
Gm17105,NONMMUG012396,NONMMUG012396,SFPQ,Q8VIJ6
Gm17716,-,Gm17716,SFPQ,Q8VIJ6
D930049A15Rik,-,D930049A15Rik,SFPQ,Q8VIJ6
4933413J09Rik,NONMMUG012454,NONMMUG012454,SFPQ,Q8VIJ6
Gm16241,NONMMUG012457,NONMMUG012457,SFPQ,Q8VIJ6
D830044D21Rik,NONMMUG012582,NONMMUG012582,SFPQ,Q8VIJ6
Gm17210,NONMMUG012594,NONMMUG012594,SFPQ,Q8VIJ6
Gm17110,NONMMUG012632,NONMMUG012632,SFPQ,Q8VIJ6
Gm15218,NONMMUG012798,NONMMUG012798,SFPQ,Q8VIJ6
Gm15562,NONMMUG012824,NONMMUG012824,SFPQ,Q8VIJ6
Gm16836,-,Gm16836,SFPQ,Q8VIJ6
Gm16617,-,Gm16617,SFPQ,Q8VIJ6
Gm16682,-,Gm16682,SFPQ,Q8VIJ6
4930579G18Rik,NONMMUG012992,NONMMUG012992,SFPQ,Q8VIJ6
Ppp1r3e,-,Ppp1r3e,SFPQ,Q8VIJ6
Gm17588,-,Gm17588,SFPQ,Q8VIJ6
Gm16973,-,Gm16973,SFPQ,Q8VIJ6
C030013D06Rik,NONMMUG013061,NONMMUG013061,SFPQ,Q8VIJ6
3110083C13Rik,-,3110083C13Rik,SFPQ,Q8VIJ6
Dleu2,-,Dleu2,SFPQ,Q8VIJ6
4931440J10Rik,-,4931440J10Rik,SFPQ,Q8VIJ6
Gm17640,-,Gm17640,SFPQ,Q8VIJ6
Gm15918,NONMMUG013184,NONMMUG013184,SFPQ,Q8VIJ6
A930011O12Rik,-,A930011O12Rik,SFPQ,Q8VIJ6
Gm16867,-,Gm16867,SFPQ,Q8VIJ6
Gm16600,-,Gm16600,SFPQ,Q8VIJ6
Gm16549,NONMMUG013377,NONMMUG013377,SFPQ,Q8VIJ6
Gm6999,-,Gm6999,SFPQ,Q8VIJ6
4921525B02Rik,-,4921525B02Rik,SFPQ,Q8VIJ6
NONMMUG013725,NONMMUG013725,NONMMUG013725,SFPQ,Q8VIJ6
Mir17hg,NONMMUG013779,NONMMUG013779,SFPQ,Q8VIJ6
B930095G15Rik,NONMMUG013864,NONMMUG013864,SFPQ,Q8VIJ6
4930594M22Rik,NONMMUG013901,NONMMUG013901,SFPQ,Q8VIJ6
Gm15735,NONMMUG013902,NONMMUG013902,SFPQ,Q8VIJ6
BC037032,NONMMUG013945,NONMMUG013945,SFPQ,Q8VIJ6
Gm15632,NONMMUG013946,NONMMUG013946,SFPQ,Q8VIJ6
Gm2245,NONMMUG013980,NONMMUG013980,SFPQ,Q8VIJ6
C030047K22Rik,NONMMUG014125,NONMMUG014125,SFPQ,Q8VIJ6
Gm16718,-,Gm16718,SFPQ,Q8VIJ6
2310069G16Rik,-,2310069G16Rik,SFPQ,Q8VIJ6
Gm16006,NONMMUG014570,NONMMUG014570,SFPQ,Q8VIJ6
9330154K18Rik,NONMMUG014572,NONMMUG014572,SFPQ,Q8VIJ6
9930014A18Rik,-,9930014A18Rik,SFPQ,Q8VIJ6
Pvt1,-,Pvt1,SFPQ,Q8VIJ6
Gm2895,NONMMUG014708,NONMMUG014708,SFPQ,Q8VIJ6
Gm15945,NONMMUG014800,NONMMUG014800,SFPQ,Q8VIJ6
1700109K24Rik,-,1700109K24Rik,SFPQ,Q8VIJ6
Gm17638,-,Gm17638,SFPQ,Q8VIJ6
Gm16059,NONMMUG014955,NONMMUG014955,SFPQ,Q8VIJ6
Gm16575,NONMMUG014967,NONMMUG014967,SFPQ,Q8VIJ6
Gm16576,NONMMUG014968,NONMMUG014968,SFPQ,Q8VIJ6
Gm17025,NONMMUG015026,NONMMUG015026,SFPQ,Q8VIJ6
Gm17206,NONMMUG015081,NONMMUG015081,SFPQ,Q8VIJ6
Gm15722,NONMMUG015164,NONMMUG015164,SFPQ,Q8VIJ6
1810021B22Rik,NONMMUG015203,NONMMUG015203,SFPQ,Q8VIJ6
Gm16629,-,Gm16629,SFPQ,Q8VIJ6
2610037D02Rik,-,2610037D02Rik,SFPQ,Q8VIJ6
9330020H09Rik,NONMMUG015412,NONMMUG015412,SFPQ,Q8VIJ6
B130046B21Rik,-,B130046B21Rik,SFPQ,Q8VIJ6
4930578M01Rik,-,4930578M01Rik,SFPQ,Q8VIJ6
4921518J05Rik,-,4921518J05Rik,SFPQ,Q8VIJ6
Gm16537,NONMMUG015457,NONMMUG015457,SFPQ,Q8VIJ6
Gm17058,NONMMUG015459,NONMMUG015459,SFPQ,Q8VIJ6
Gm17057,NONMMUG015463,NONMMUG015463,SFPQ,Q8VIJ6
5330439K02Rik,-,5330439K02Rik,SFPQ,Q8VIJ6
Gm17403,-,Gm17403,SFPQ,Q8VIJ6
Gm20398,-,Gm20398,SFPQ,Q8VIJ6
D930007P13Rik,-,D930007P13Rik,SFPQ,Q8VIJ6
Gm17348,-,Gm17348,SFPQ,Q8VIJ6
Gm15537,NONMMUG015609,NONMMUG015609,SFPQ,Q8VIJ6
Gm15859,-,Gm15859,SFPQ,Q8VIJ6
Gm15835,NONMMUG015647,NONMMUG015647,SFPQ,Q8VIJ6
Gm16861,-,Gm16861,SFPQ,Q8VIJ6
Gm15558,NONMMUG015763,NONMMUG015763,SFPQ,Q8VIJ6
2610020C07Rik,-,2610020C07Rik,SFPQ,Q8VIJ6
Gm15738,NONMMUG015815,NONMMUG015815,SFPQ,Q8VIJ6
Gm15868,NONMMUG015857,NONMMUG015857,SFPQ,Q8VIJ6
Gm15869,-,Gm15869,SFPQ,Q8VIJ6
1700056N10Rik,NONMMUG015898,NONMMUG015898,SFPQ,Q8VIJ6
Gm15648,NONMMUG015908,NONMMUG015908,SFPQ,Q8VIJ6
Gm17625,-,Gm17625,SFPQ,Q8VIJ6
Gm15954,-,Gm15954,SFPQ,Q8VIJ6
Gm15764,NONMMUG015954,NONMMUG015954,SFPQ,Q8VIJ6
Gm16618,NONMMUG016001,NONMMUG016001,SFPQ,Q8VIJ6
1300002E11Rik,-,1300002E11Rik,SFPQ,Q8VIJ6
Gm15742,NONMMUG016203,NONMMUG016203,SFPQ,Q8VIJ6
Gm10818,-,Gm10818,SFPQ,Q8VIJ6
Gm17106,NONMMUG016294,NONMMUG016294,SFPQ,Q8VIJ6
Gm15658,-,Gm15658,SFPQ,Q8VIJ6
Gm15829,NONMMUG016328,NONMMUG016328,SFPQ,Q8VIJ6
Gm16789,-,Gm16789,SFPQ,Q8VIJ6
Gm15564,NONMMUG016370,NONMMUG016370,SFPQ,Q8VIJ6
4930565N06Rik,NONMMUG016402,NONMMUG016402,SFPQ,Q8VIJ6
D930030I03Rik,-,D930030I03Rik,SFPQ,Q8VIJ6
Gm17103,NONMMUG016457,NONMMUG016457,SFPQ,Q8VIJ6
Gm9968,NONMMUG016539,NONMMUG016539,SFPQ,Q8VIJ6
Gm15713,NONMMUG016542,NONMMUG016542,SFPQ,Q8VIJ6
G730013B05Rik,-,G730013B05Rik,SFPQ,Q8VIJ6
Gm9581,-,Gm9581,SFPQ,Q8VIJ6
Gm15965,NONMMUG017131,NONMMUG017131,SFPQ,Q8VIJ6
4931406G06Rik,NONMMUG017134,NONMMUG017134,SFPQ,Q8VIJ6
A930006K02Rik,-,A930006K02Rik,SFPQ,Q8VIJ6
Gm15964,NONMMUG017155,NONMMUG017155,SFPQ,Q8VIJ6
Gm10785,NONMMUG017159,NONMMUG017159,SFPQ,Q8VIJ6
Gm15976,NONMMUG017170,NONMMUG017170,SFPQ,Q8VIJ6
D430001F17Rik,NONMMUG017172,NONMMUG017172,SFPQ,Q8VIJ6
Gm16309,-,Gm16309,SFPQ,Q8VIJ6
Gm16310,NONMMUG017180,NONMMUG017180,SFPQ,Q8VIJ6
Gm15980,-,Gm15980,SFPQ,Q8VIJ6
2310043M15Rik,-,2310043M15Rik,SFPQ,Q8VIJ6
1700093J21Rik,NONMMUG017274,NONMMUG017274,SFPQ,Q8VIJ6
Gm15317,NONMMUG017278,NONMMUG017278,SFPQ,Q8VIJ6
Pisd-ps2,-,Pisd-ps2,SFPQ,Q8VIJ6
Gm17692,-,Gm17692,SFPQ,Q8VIJ6
Gm2885,-,Gm2885,SFPQ,Q8VIJ6
E430024P14Rik,NONMMUG017412,NONMMUG017412,SFPQ,Q8VIJ6
T2,-,T2,SFPQ,Q8VIJ6
Gm16702,-,Gm16702,SFPQ,Q8VIJ6
Airn,NONMMUG017485,NONMMUG017485,SFPQ,Q8VIJ6
Gm16050,NONMMUG017515,NONMMUG017515,SFPQ,Q8VIJ6
Gm16046,NONMMUG017517,NONMMUG017517,SFPQ,Q8VIJ6
Gm16052,-,Gm16052,SFPQ,Q8VIJ6
Gm16049,NONMMUG017519,NONMMUG017519,SFPQ,Q8VIJ6
Gm16957,-,Gm16957,SFPQ,Q8VIJ6
9330136K24Rik,-,9330136K24Rik,SFPQ,Q8VIJ6
Gm16386,-,Gm16386,SFPQ,Q8VIJ6
D930048G16Rik,-,D930048G16Rik,SFPQ,Q8VIJ6
Gm15947,-,Gm15947,SFPQ,Q8VIJ6
BC028777,NONMMUG017718,NONMMUG017718,SFPQ,Q8VIJ6
Snhg9,NONMMUT028675,NONMMUT028675,SFPQ,Q8VIJ6
2810468N07Rik,NONMMUG017772,NONMMUG017772,SFPQ,Q8VIJ6
Gm17480,-,Gm17480,SFPQ,Q8VIJ6
Gm16278,NONMMUG017792,NONMMUG017792,SFPQ,Q8VIJ6
Gm17218,NONMMUG017818,NONMMUG017818,SFPQ,Q8VIJ6
Gm17382,NONMMUG017828,NONMMUG017828,SFPQ,Q8VIJ6
Gm20468,NONMMUG017829,NONMMUG017829,SFPQ,Q8VIJ6
Gm15597,NONMMUG017863,NONMMUG017863,SFPQ,Q8VIJ6
Gm15598,NONMMUG017864,NONMMUG017864,SFPQ,Q8VIJ6
4930526A20Rik,-,4930526A20Rik,SFPQ,Q8VIJ6
Gm16197,-,Gm16197,SFPQ,Q8VIJ6
Gm16194,NONMMUG017915,NONMMUG017915,SFPQ,Q8VIJ6
Gm16912,-,Gm16912,SFPQ,Q8VIJ6
0610038L08Rik,-,0610038L08Rik,SFPQ,Q8VIJ6
Gm17276,-,Gm17276,SFPQ,Q8VIJ6
Gm17549,-,Gm17549,SFPQ,Q8VIJ6
Gm17561,-,Gm17561,SFPQ,Q8VIJ6
Gm20507,-,Gm20507,SFPQ,Q8VIJ6
Gm20427,-,Gm20427,SFPQ,Q8VIJ6
Gm20463,NONMMUG018130,NONMMUG018130,SFPQ,Q8VIJ6
Gm20460,-,Gm20460,SFPQ,Q8VIJ6
1110038B12Rik,NONMMUG018153,NONMMUG018153,SFPQ,Q8VIJ6
Gm10501,NONMMUG018156,NONMMUG018156,SFPQ,Q8VIJ6
Gm17705,NONMMUG018180,NONMMUG018180,SFPQ,Q8VIJ6
H2-Q8,-,H2-Q8,SFPQ,Q8VIJ6
5530401N12Rik,-,5530401N12Rik,SFPQ,Q8VIJ6
Gm16279,NONMMUG018225,NONMMUG018225,SFPQ,Q8VIJ6
Gm17414,-,Gm17414,SFPQ,Q8VIJ6
RP24-443D19.4,-,RP24-443D19.4,SFPQ,Q8VIJ6
A930015D03Rik,NONMMUG018236,NONMMUG018236,SFPQ,Q8VIJ6
BC023719,NONMMUG018239,NONMMUG018239,SFPQ,Q8VIJ6
Gm10499,NONMMUG018244,NONMMUG018244,SFPQ,Q8VIJ6
RP23-108F2.2,-,RP23-108F2.2,SFPQ,Q8VIJ6
B230354K17Rik,-,B230354K17Rik,SFPQ,Q8VIJ6
Gm17080,-,Gm17080,SFPQ,Q8VIJ6
Gm16172,NONMMUG018400,NONMMUG018400,SFPQ,Q8VIJ6
Gm16862,-,Gm16862,SFPQ,Q8VIJ6
Gm17358,-,Gm17358,SFPQ,Q8VIJ6
Gm16736,-,Gm16736,SFPQ,Q8VIJ6
Gm15556,NONMMUG018481,NONMMUG018481,SFPQ,Q8VIJ6
Gm17168,NONMMUG018629,NONMMUG018629,SFPQ,Q8VIJ6
4930405O22Rik,NONMMUG018674,NONMMUG018674,SFPQ,Q8VIJ6
Gm17133,NONMMUG018700,NONMMUG018700,SFPQ,Q8VIJ6
A930029G22Rik,-,A930029G22Rik,SFPQ,Q8VIJ6
Gm16724,-,Gm16724,SFPQ,Q8VIJ6
Trmt61b,NONMMUG018843,NONMMUG018843,SFPQ,Q8VIJ6
Gm16978,-,Gm16978,SFPQ,Q8VIJ6
Gm16825,-,Gm16825,SFPQ,Q8VIJ6
1110020A21Rik,-,1110020A21Rik,SFPQ,Q8VIJ6
Six3os1,-,Six3os1,SFPQ,Q8VIJ6
Gm15978,-,Gm15978,SFPQ,Q8VIJ6
0610012D04Rik,NONMMUG019126,NONMMUG019126,SFPQ,Q8VIJ6
Gm15404,NONMMUG019184,NONMMUG019184,SFPQ,Q8VIJ6
Gm6225,-,Gm6225,SFPQ,Q8VIJ6
Gm17036,NONMMUG019271,NONMMUG019271,SFPQ,Q8VIJ6
Gm6277,-,Gm6277,SFPQ,Q8VIJ6
Gm15956,NONMMUG019363,NONMMUG019363,SFPQ,Q8VIJ6
Gm15485,NONMMUG019415,NONMMUG019415,SFPQ,Q8VIJ6
Gm16871,-,Gm16871,SFPQ,Q8VIJ6
Gm16827,-,Gm16827,SFPQ,Q8VIJ6
Gm17652,-,Gm17652,SFPQ,Q8VIJ6
A830052D11Rik,-,A830052D11Rik,SFPQ,Q8VIJ6
2410004N09Rik,NONMMUG019605,NONMMUG019605,SFPQ,Q8VIJ6
Snhg4,-,Snhg4,SFPQ,Q8VIJ6
Gm10544,-,Gm10544,SFPQ,Q8VIJ6
Gm16882,-,Gm16882,SFPQ,Q8VIJ6
2010320O07Rik,NONMMUG019739,NONMMUG019739,SFPQ,Q8VIJ6
1700086O06Rik,-,1700086O06Rik,SFPQ,Q8VIJ6
Gm15334,NONMMUG019762,NONMMUG019762,SFPQ,Q8VIJ6
Gm15336,NONMMUG019764,NONMMUG019764,SFPQ,Q8VIJ6
Gm15337,NONMMUG019769,NONMMUG019769,SFPQ,Q8VIJ6
C030005K06Rik,NONMMUG019903,NONMMUG019903,SFPQ,Q8VIJ6
Cd63-ps,-,Cd63-ps,SFPQ,Q8VIJ6
Gm17270,-,Gm17270,SFPQ,Q8VIJ6
Gm15345,-,Gm15345,SFPQ,Q8VIJ6
4930511M06Rik,NONMMUG019995,NONMMUG019995,SFPQ,Q8VIJ6
Gm16908,-,Gm16908,SFPQ,Q8VIJ6
1700091E21Rik,-,1700091E21Rik,SFPQ,Q8VIJ6
1700061H18Rik,-,1700061H18Rik,SFPQ,Q8VIJ6
D730045A05Rik,NONMMUG020321,NONMMUG020321,SFPQ,Q8VIJ6
Gm10532,-,Gm10532,SFPQ,Q8VIJ6
F830208F22Rik,NONMMUG020400,NONMMUG020400,SFPQ,Q8VIJ6
Gm10524,-,Gm10524,SFPQ,Q8VIJ6
Gm16146,NONMMUG020515,NONMMUG020515,SFPQ,Q8VIJ6
Tmem134,-,Tmem134,SFPQ,Q8VIJ6
Gm16538,NONMMUG020667,NONMMUG020667,SFPQ,Q8VIJ6
Malat1,-,Malat1,SFPQ,Q8VIJ6
Gm20417,NONMMUG020672,NONMMUG020672,SFPQ,Q8VIJ6
Neat1,-,Neat1,SFPQ,Q8VIJ6
