identifier,gene_id,symbol
NONMMUG045358,NONMMUG045358,RPI002_008862
NONMMUG041466,NONMMUG041466,NONMMUG041466
NONMMUG003310,NONMMUG003310,NONMMUG003310
NONMMUG011632,NONMMUG011632,NONMMUG011632
NONMMUG042838,NONMMUG042838,NONMMUG042838
NONMMUG015130,NONMMUG015130,RPI002_008922
NONMMUG043294,NONMMUG043294,NONMMUG043294
NONMMUG028266,NONMMUG028266,NONMMUG028266
NONMMUG028996,NONMMUG028996,RPI002_008962
NONMMUG039141,NONMMUG039141,NONMMUG039141
NONMMUG037956,NONMMUG037956,RPI002_009023
NONMMUG014095,NONMMUG014095,NONMMUG014095
NONMMUG043025,NONMMUG043025,NONMMUG043025
NONMMUG032808,NONMMUG032808,NONMMUG032808
NONMMUG037606,NONMMUG037606,NONMMUG037606
NONMMUG027935,NONMMUG027935,NONMMUG027935
NONMMUG010820,NONMMUG010820,NONMMUG010820
NONMMUG037556,NONMMUG037556,NONMMUG037556
NONMMUG002822,NONMMUG002822,NONMMUG002822
NONMMUG028147,NONMMUG028147,NONMMUG028147
NONMMUG026164,NONMMUG026164,NONMMUG026164
NONMMUG041312,NONMMUG041312,NONMMUG041312
NONMMUG028272,NONMMUG028272,NONMMUG028272
NONMMUG028537,NONMMUG028537,NONMMUG028537
NONMMUG033714,NONMMUG033714,NONMMUG033714
NONMMUG011227,NONMMUG011227,NONMMUG011227
NONMMUG002588,NONMMUG002588,NONMMUG002588
NONMMUG002106,NONMMUG002106,NONMMUG002106
NONMMUG036578,NONMMUG036578,NONMMUG036578
NONMMUG001050,NONMMUG001050,NONMMUG001050
NONMMUG037979,NONMMUG037979,NONMMUG037979
NONMMUG037973,NONMMUG037973,NONMMUG037973
NONMMUG036283,NONMMUG036283,NONMMUG036283
NONMMUG009461,NONMMUG009461,NONMMUG009461
NONMMUG033898,NONMMUG033898,RPI002_009284
NONMMUG036094,NONMMUG036094,RPI002_009303
NONMMUG011415,NONMMUG011415,NONMMUG011415
NONMMUG002772,NONMMUG002772,NONMMUG002772
NONMMUG032909,NONMMUG032909,RPI002_009309
NONMMUG027344,NONMMUG027344,NONMMUG027344
NONMMUG008260,NONMMUG008260,NONMMUG008260
NONMMUG000995,NONMMUG000995,NONMMUG000995
NONMMUG000993,NONMMUG000993,NONMMUG000993
NONMMUG020914,NONMMUG020914,NONMMUG020914
NONMMUG024451,NONMMUG024451,RPI002_009356
NONMMUG027764,NONMMUG027764,NONMMUG027764
NONMMUG031726,NONMMUG031726,NONMMUG031726
NONMMUG039010,NONMMUG039010,NONMMUG039010
NONMMUG027068,NONMMUG027068,NONMMUG027068
NONMMUG039727,NONMMUG039727,NONMMUG039727
NONMMUG034511,NONMMUG034511,NONMMUG034511
NONMMUG033982,NONMMUG033982,NONMMUG033982
NONMMUG012939,NONMMUG012939,NONMMUG012939
NONMMUG039924,NONMMUG039924,NONMMUG039924
NONMMUG026965,NONMMUG026965,NONMMUG026965
NONMMUG026962,NONMMUG026962,NONMMUG026962
NONMMUG021460,NONMMUG021460,NONMMUG021460
NONMMUG039747,NONMMUG039747,NONMMUG039747
NONMMUG035878,NONMMUG035878,NONMMUG035878
NONMMUG011022,NONMMUG011022,NONMMUG011022
NONMMUG011020,NONMMUG011020,NONMMUG011020
NONMMUG011235,NONMMUG011235,NONMMUG011235
NONMMUG030962,NONMMUG030962,NONMMUG030962
NONMMUG036550,NONMMUG036550,NONMMUG036550
NONMMUG031769,NONMMUG031769,NONMMUG031769
NONMMUG036470,NONMMUG036470,NONMMUG036470
NONMMUG034300,NONMMUG034300,NONMMUG034300
NONMMUG041628,NONMMUG041628,NONMMUG041628
NONMMUG035895,NONMMUG035895,NONMMUG035895
NONMMUG007244,NONMMUG007244,RPI002_009605
NONMMUG030310,NONMMUG030310,RPI002_009622
NONMMUG039730,NONMMUG039730,NONMMUG039730
NONMMUG004689,NONMMUG004689,NONMMUG004689
NONMMUG031420,NONMMUG031420,NONMMUG031420
NONMMUG011270,NONMMUG011270,NONMMUG011270
NONMMUG011690,NONMMUG011690,NONMMUG011690
NONMMUG040825,NONMMUG040825,NONMMUG040825
NONMMUG012549,NONMMUG012549,NONMMUG012549
NONMMUG009122,NONMMUG009122,NONMMUG009122
NONMMUG009124,NONMMUG009124,NONMMUG009124
NONMMUG008429,NONMMUG008429,NONMMUG008429
NONMMUG002014,NONMMUG002014,NONMMUG002014
NONMMUG021781,NONMMUG021781,NONMMUG021781
NONMMUG008446,NONMMUG008446,NONMMUG008446
NONMMUG040783,NONMMUG040783,NONMMUG040783
NONMMUG011362,NONMMUG011362,NONMMUG011362
NONMMUG017031,NONMMUG017031,NONMMUG017031
NONMMUG036023,NONMMUG036023,NONMMUG036023
NONMMUG000602,NONMMUG000602,NONMMUG000602
NONMMUG039255,NONMMUG039255,NONMMUG039255
NONMMUG035105,NONMMUG035105,NONMMUG035105
NONMMUG010004,NONMMUG010004,NONMMUG010004
NONMMUG034462,NONMMUG034462,NONMMUG034462
NONMMUG038104,NONMMUG038104,NONMMUG038104
NONMMUG042158,NONMMUG042158,NONMMUG042158
NONMMUG026540,NONMMUG026540,NONMMUG026540
NONMMUG004489,NONMMUG004489,RPI002_010143
NONMMUG010069,NONMMUG010069,NONMMUG010069
NONMMUG008312,NONMMUG008312,RPI002_010169
NONMMUG027826,NONMMUG027826,NONMMUG027826
NONMMUG011301,NONMMUG011301,NONMMUG011301
NONMMUG000869,NONMMUG000869,NONMMUG000869
NONMMUG040176,NONMMUG040176,RPI002_010205
NONMMUG009778,NONMMUG009778,NONMMUG009778
NONMMUG034234,NONMMUG034234,NONMMUG034234
NONMMUG041149,NONMMUG041149,NONMMUG041149
NONMMUG039827,NONMMUG039827,NONMMUG039827
NONMMUG009185,NONMMUG009185,NONMMUG009185
NONMMUG035330,NONMMUG035330,NONMMUG035330
NONMMUG000116,NONMMUG000116,NONMMUG000116
NONMMUG037871,NONMMUG037871,NONMMUG037871
NONMMUG013765,NONMMUG013765,NONMMUG013765
NONMMUG033795,NONMMUG033795,NONMMUG033795
NONMMUG033796,NONMMUG033796,NONMMUG033796
NONMMUG033797,NONMMUG033797,NONMMUG033797
NONMMUG033799,NONMMUG033799,NONMMUG033799
NONMMUG027989,NONMMUG027989,NONMMUG027989
NONMMUG036826,NONMMUG036826,NONMMUG036826
NONMMUG043949,NONMMUG043949,NONMMUG043949
NONMMUG009353,NONMMUG009353,NONMMUG009353
NONMMUG003600,NONMMUG003600,NONMMUG003600
NONMMUG043372,NONMMUG043372,NONMMUG043372
NONMMUG009223,NONMMUG009223,NONMMUG009223
NONMMUG003157,NONMMUG003157,NONMMUG003157
NONMMUG037062,NONMMUG037062,NONMMUG037062
NONMMUG041243,NONMMUG041243,NONMMUG041243
NONMMUG041240,NONMMUG041240,NONMMUG041240
NONMMUG032903,NONMMUG032903,NONMMUG032903
NONMMUG003787,NONMMUG003787,NONMMUG003787
NONMMUG017654,NONMMUG017654,NONMMUG017654
NONMMUG035803,NONMMUG035803,NONMMUG035803
NONMMUG037986,NONMMUG037986,NONMMUG037986
NONMMUG031923,NONMMUG031923,NONMMUG031923
NONMMUG043926,NONMMUG043926,NONMMUG043926
NONMMUG042831,NONMMUG042831,NONMMUG042831
NONMMUG021430,NONMMUG021430,NONMMUG021430
NONMMUG037712,NONMMUG037712,NONMMUG037712
NONMMUG028546,NONMMUG028546,NONMMUG028546
NONMMUG019822,NONMMUG019822,NONMMUG019822
NONMMUG010811,NONMMUG010811,NONMMUG010811
NONMMUG031909,NONMMUG031909,NONMMUG031909
NONMMUG037501,NONMMUG037501,NONMMUG037501
NONMMUG011991,NONMMUG011991,RPI002_010692
NONMMUG032593,NONMMUG032593,NONMMUG032593
NONMMUG027154,NONMMUG027154,NONMMUG027154
NONMMUG032600,NONMMUG032600,NONMMUG032600
NONMMUG043501,NONMMUG043501,NONMMUG043501
NONMMUG033192,NONMMUG033192,NONMMUG033192
NONMMUG040626,NONMMUG040626,NONMMUG040626
NONMMUG003469,NONMMUG003469,NONMMUG003469
NONMMUG003463,NONMMUG003463,NONMMUG003463
NONMMUG003287,NONMMUG003287,RPI002_010837
NONMMUG008221,NONMMUG008221,RPI002_010838
NONMMUG026125,NONMMUG026125,NONMMUG026125
NONMMUG037324,NONMMUG037324,NONMMUG037324
NONMMUG042720,NONMMUG042720,NONMMUG042720
NONMMUG018623,NONMMUG018623,NONMMUG018623
NONMMUG003074,NONMMUG003074,NONMMUG003074
NONMMUG004227,NONMMUG004227,NONMMUG004227
NONMMUG008963,NONMMUG008963,NONMMUG008963
NONMMUG008964,NONMMUG008964,NONMMUG008964
NONMMUG018504,NONMMUG018504,NONMMUG018504
NONMMUG044042,NONMMUG044042,NONMMUG044042
NONMMUG040607,NONMMUG040607,NONMMUG040607
NONMMUG035883,NONMMUG035883,NONMMUG035883
NONMMUG003914,NONMMUG003914,NONMMUG003914
NONMMUG004693,NONMMUG004693,NONMMUG004693
NONMMUG042554,NONMMUG042554,RPI002_010940
NONMMUG042552,NONMMUG042552,NONMMUG042552
NONMMUG001404,NONMMUG001404,NONMMUG001404
NONMMUG004206,NONMMUG004206,NONMMUG004206
NONMMUG009959,NONMMUG009959,NONMMUG009959
NONMMUG016583,NONMMUG016583,NONMMUG016583
NONMMUG036219,NONMMUG036219,NONMMUG036219
NONMMUG002219,NONMMUG002219,NONMMUG002219
NONMMUG036988,NONMMUG036988,NONMMUG036988
NONMMUG011268,NONMMUG011268,NONMMUG011268
NONMMUG008434,NONMMUG008434,NONMMUG008434
NONMMUG040588,NONMMUG040588,NONMMUG040588
NONMMUG026677,NONMMUG026677,NONMMUG026677
NONMMUG000973,NONMMUG000973,NONMMUG000973
NONMMUG031675,NONMMUG031675,NONMMUG031675
NONMMUG012985,NONMMUG012985,NONMMUG012985
NONMMUG001874,NONMMUG001874,NONMMUG001874
NONMMUG035136,NONMMUG035136,NONMMUG035136
NONMMUG040792,NONMMUG040792,NONMMUG040792
NONMMUG008867,NONMMUG008867,NONMMUG008867
NONMMUG000427,NONMMUG000427,NONMMUG000427
NONMMUG039385,NONMMUG039385,NONMMUG039385
NONMMUG039127,NONMMUG039127,NONMMUG039127
NONMMUG032608,NONMMUG032608,NONMMUG032608
NONMMUG008490,NONMMUG008490,NONMMUG008490
NONMMUG026373,NONMMUG026373,NONMMUG026373
NONMMUG001815,NONMMUG001815,NONMMUG001815
NONMMUG027024,NONMMUG027024,NONMMUG027024
NONMMUG002430,NONMMUG002430,NONMMUG002430
NONMMUG042450,NONMMUG042450,NONMMUG042450
NONMMUG009741,NONMMUG009741,NONMMUG009741
NONMMUG001830,NONMMUG001830,NONMMUG001830
NONMMUG035684,NONMMUG035684,NONMMUG035684
NONMMUG037034,NONMMUG037034,NONMMUG037034
NONMMUG040147,NONMMUG040147,NONMMUG040147
NONMMUG035660,NONMMUG035660,NONMMUG035660
NONMMUG033031,NONMMUG033031,NONMMUG033031
NONMMUG039577,NONMMUG039577,NONMMUG039577
NONMMUG038772,NONMMUG038772,NONMMUG038772
NONMMUG027991,NONMMUG027991,NONMMUG027991
NONMMUG032565,NONMMUG032565,NONMMUG032565
NONMMUG034439,NONMMUG034439,NONMMUG034439
NONMMUG001562,NONMMUG001562,NONMMUG001562
NONMMUG043311,NONMMUG043311,NONMMUG043311
NONMMUG007124,NONMMUG007124,NONMMUG007124
NONMMUG004476,NONMMUG004476,NONMMUG004476
NONMMUG036509,NONMMUG036509,NONMMUG036509
NONMMUG037296,NONMMUG037296,NONMMUG037296
NONMMUG042160,NONMMUG042160,NONMMUG042160
NONMMUG039532,NONMMUG039532,NONMMUG039532
NONMMUG043641,NONMMUG043641,NONMMUG043641
NONMMUG008553,NONMMUG008553,NONMMUG008553
NONMMUG039322,NONMMUG039322,NONMMUG039322
NONMMUG037055,NONMMUG037055,NONMMUG037055
NONMMUG037723,NONMMUG037723,NONMMUG037723
NONMMUG018973,NONMMUG018973,NONMMUG018973
NONMMUG035544,NONMMUG035544,NONMMUG035544
NONMMUG009867,NONMMUG009867,NONMMUG009867
NONMMUG011165,NONMMUG011165,NONMMUG011165
NONMMUG031706,NONMMUG031706,NONMMUG031706
NONMMUG043324,NONMMUG043324,NONMMUG043324
NONMMUG039626,NONMMUG039626,NONMMUG039626
NONMMUG011427,NONMMUG011427,NONMMUG011427
NONMMUG027351,NONMMUG027351,NONMMUG027351
NONMMUG001581,NONMMUG001581,NONMMUG001581
NONMMUG002806,NONMMUG002806,NONMMUG002806
NONMMUG008510,NONMMUG008510,NONMMUG008510
NONMMUG001243,NONMMUG001243,NONMMUG001243
NONMMUG042248,NONMMUG042248,NONMMUG042248
NONMMUG000512,NONMMUG000512,NONMMUG000512
NONMMUG031728,NONMMUG031728,NONMMUG031728
NONMMUG037504,NONMMUG037504,NONMMUG037504
NONMMUG023466,NONMMUG023466,NONMMUG023466
NONMMUG023464,NONMMUG023464,NONMMUG023464
NONMMUG023463,NONMMUG023463,NONMMUG023463
NONMMUG004571,NONMMUG004571,NONMMUG004571
NONMMUG001668,NONMMUG001668,NONMMUG001668
NONMMUG036009,NONMMUG036009,RPI002_012062
NONMMUG004728,NONMMUG004728,NONMMUG004728
NONMMUG009905,NONMMUG009905,NONMMUG009905
NONMMUG032551,NONMMUG032551,NONMMUG032551
NONMMUG038194,NONMMUG038194,NONMMUG038194
NONMMUG034225,NONMMUG034225,NONMMUG034225
NONMMUG034238,NONMMUG034238,RPI002_012154
NONMMUG009610,NONMMUG009610,NONMMUG009610
NONMMUG034351,NONMMUG034351,NONMMUG033160
NONMMUG040326,NONMMUG040326,NONMMUG040326
NONMMUG038318,NONMMUG038318,NONMMUG038318
NONMMUG018728,NONMMUG018728,NONMMUG018728
NONMMUG025582,NONMMUG025582,RPI002_012219
NONMMUG010189,NONMMUG010189,NONMMUG010189
NONMMUG013298,NONMMUG013298,NONMMUG013298
NONMMUG027982,NONMMUG027982,NONMMUG027982
NONMMUG009412,NONMMUG009412,NONMMUG009412
NONMMUG010083,NONMMUG010083,NONMMUG010083
NONMMUG039205,NONMMUG039205,NONMMUG039205
NONMMUG014183,NONMMUG014183,NONMMUG014183
NONMMUG003486,NONMMUG003486,NONMMUG003486
NONMMUG042432,NONMMUG042432,NONMMUG042432
NONMMUG020190,NONMMUG020190,NONMMUG020190
NONMMUG023884,NONMMUG023884,NONMMUG023884
NONMMUG041293,NONMMUG041293,NONMMUG041293
NONMMUG035567,NONMMUG035567,NONMMUG035567
NONMMUG026264,NONMMUG026264,NONMMUG026264
NONMMUG043965,NONMMUG043965,NONMMUG043965
NONMMUG040021,NONMMUG040021,NONMMUG040021
NONMMUG003312,NONMMUG003312,NONMMUG003312
NONMMUG004242,NONMMUG004242,NONMMUG004242
NONMMUG034475,NONMMUG034475,NONMMUG034475
NONMMUG032892,NONMMUG032892,NONMMUG032892
NONMMUG002826,NONMMUG002826,NONMMUG002826
NONMMUG009006,NONMMUG009006,NONMMUG009006
NONMMUG033398,NONMMUG033398,NONMMUG033398
NONMMUG026356,NONMMUG026356,NONMMUG026356
NONMMUG001690,NONMMUG001690,NONMMUG001690
NONMMUG040800,NONMMUG040800,NONMMUG040800
NONMMUG031932,NONMMUG031932,RPI002_012520
NONMMUG012402,NONMMUG012402,RPI002_012521
NONMMUG008868,NONMMUG008868,NONMMUG008868
NONMMUG042873,NONMMUG042873,NONMMUG042873
NONMMUG037188,NONMMUG037188,NONMMUG037188
NONMMUG008701,NONMMUG008701,NONMMUG008701
NONMMUG002754,NONMMUG002754,NONMMUG002754
NONMMUG004039,NONMMUG004039,NONMMUG004039
NONMMUG026968,NONMMUG026968,NONMMUG026968
NONMMUG005347,NONMMUG005347,NONMMUG005347
NONMMUG025614,NONMMUG025614,NONMMUG025614
NONMMUG042540,NONMMUG042540,NONMMUG042540
NONMMUG014781,NONMMUG014781,NONMMUG014781
NONMMUG011258,NONMMUG011258,NONMMUG011258
NONMMUG039782,NONMMUG039782,NONMMUG039782
NONMMUG036876,NONMMUG036876,NONMMUG036876
NONMMUG036198,NONMMUG036198,NONMMUG036198
NONMMUG023885,NONMMUG023885,NONMMUG023885
NONMMUG019736,NONMMUG019736,NONMMUG019736
NONMMUG032473,NONMMUG032473,NONMMUG032473
NONMMUG038398,NONMMUG038398,NONMMUG038398
NONMMUG038394,NONMMUG038394,NONMMUG038394
NONMMUG008602,NONMMUG008602,NONMMUG008602
NONMMUG026368,NONMMUG026368,NONMMUG026368
NONMMUG014917,NONMMUG014917,NONMMUG014917
NONMMUG042302,NONMMUG042302,NONMMUG042302
NONMMUG040298,NONMMUG040298,NONMMUG040298
NONMMUG032008,NONMMUG032008,NONMMUG032008
NONMMUG041377,NONMMUG041377,RPI002_012879
NONMMUG000862,NONMMUG000862,NONMMUG000862
NONMMUG032494,NONMMUG032494,NONMMUG032494
NONMMUG015234,NONMMUG015234,NONMMUG015234
NONMMUG036827,NONMMUG036827,RPI002_012935
NONMMUG022000,NONMMUG022000,NONMMUG022000
NONMMUG027867,NONMMUG027867,NONMMUG027867
NONMMUG000681,NONMMUG000681,NONMMUG000681
NONMMUG028053,NONMMUG028053,NONMMUG028053
NONMMUG011171,NONMMUG011171,NONMMUG011171
NONMMUG001241,NONMMUG001241,NONMMUG001241
NONMMUG036964,NONMMUG036964,NONMMUG036964
NONMMUG034083,NONMMUG034083,NONMMUG034083
NONMMUG035842,NONMMUG035842,NONMMUG035842
NONMMUG008716,NONMMUG008716,NONMMUG008716
NONMMUG010127,NONMMUG010127,NONMMUG010127
NONMMUG039256,NONMMUG039256,NONMMUG039256
NONMMUG012927,NONMMUG012927,NONMMUG012927
NONMMUG021672,NONMMUG021672,NONMMUG021672
NONMMUG041474,NONMMUG041474,RPI002_013213
NONMMUG007253,NONMMUG007253,NONMMUG007253
NONMMUG028091,NONMMUG028091,NONMMUG028091
NONMMUG034370,NONMMUG034370,NONMMUG034370
NONMMUG002024,NONMMUG002024,NONMMUG002024
NONMMUG032461,NONMMUG032461,NONMMUG032461
NONMMUG031869,NONMMUG031869,NONMMUG031869
NONMMUG002003,NONMMUG002003,RPI002_013332
NONMMUG039101,NONMMUG039101,NONMMUG039101
NONMMUG002388,NONMMUG002388,NONMMUG002388
NONMMUG008671,NONMMUG008671,NONMMUG008671
NONMMUG040160,NONMMUG040160,NONMMUG040160
NONMMUG033050,NONMMUG033050,NONMMUG033050
NONMMUG009422,NONMMUG009422,NONMMUG009422
NONMMUG042606,NONMMUG042606,NONMMUG042606
NONMMUG017602,NONMMUG017602,NONMMUG017602
NONMMUG042161,NONMMUG042161,NONMMUG042161
NONMMUG038642,NONMMUG038642,NONMMUG038642
NONMMUG028270,NONMMUG028270,NONMMUG028270
NONMMUG004419,NONMMUG004419,NONMMUG004419
NONMMUG007850,NONMMUG007850,NONMMUG007850
NONMMUG036098,NONMMUG036098,NONMMUG036098
NONMMUG036097,NONMMUG036097,NONMMUG036097
NONMMUG032897,NONMMUG032897,RPI002_013596
NONMMUG017868,NONMMUG017868,NONMMUG017868
NONMMUG044307,NONMMUG044307,NONMMUG044307
NONMMUG008676,NONMMUG008676,NONMMUG008676
NONMMUG004141,NONMMUG004141,NONMMUG004141
NONMMUG018319,NONMMUG018319,RPI002_013672
NONMMUG030978,NONMMUG030978,NONMMUG030978
NONMMUG037560,NONMMUG037560,NONMMUG037560
NONMMUG037825,NONMMUG037825,RPI002_013698
NONMMUG044192,NONMMUG044192,NONMMUG044192
NONMMUG009198,NONMMUG009198,NONMMUG009198
NONMMUG018505,NONMMUG018505,NONMMUG018505
NONMMUG008470,NONMMUG008470,NONMMUG008470
NONMMUG015318,NONMMUG015318,RPI002_013737
NONMMUG042421,NONMMUG042421,RPI002_013746
NONMMUG000244,NONMMUG000244,NONMMUG000244
NONMMUG042700,NONMMUG042700,NONMMUG042700
NONMMUG032307,NONMMUG032307,NONMMUG032307
NONMMUG034175,NONMMUG034175,NONMMUG034175
NONMMUG013341,NONMMUG013341,NONMMUG013341
NONMMUG043642,NONMMUG043642,NONMMUG043642
NONMMUG031473,NONMMUG031473,RPI002_013836
NONMMUG034552,NONMMUG034552,RPI002_013854
NONMMUG007050,NONMMUG007050,NONMMUG007050
NONMMUG042656,NONMMUG042656,NONMMUG042656
NONMMUG000270,NONMMUG000270,NONMMUG000270
NONMMUG031735,NONMMUG031735,RPI002_013929
NONMMUG000861,NONMMUG000861,NONMMUG000861
NONMMUG000643,NONMMUG000643,NONMMUG000643
NONMMUG032790,NONMMUG032790,NONMMUG032790
NONMMUG043098,NONMMUG043098,NONMMUG043098
NONMMUG005075,NONMMUG005075,NONMMUG005075
NONMMUG012745,NONMMUG012745,NONMMUG012745
NONMMUG037476,NONMMUG037476,NONMMUG037476
NONMMUG008631,NONMMUG008631,RPI002_014012
NONMMUG040821,NONMMUG040821,NONMMUG040821
NONMMUG017510,NONMMUG017510,NONMMUG017510
NONMMUG023400,NONMMUG023400,RPI002_014051
NONMMUG017498,NONMMUG017498,NONMMUG017498
NONMMUG037563,NONMMUG037563,NONMMUG037563
NONMMUG019221,NONMMUG019221,NONMMUG019221
NONMMUG038710,NONMMUG038710,NONMMUG038710
NONMMUG000335,NONMMUG000335,RPI002_014128
NONMMUG010039,NONMMUG010039,NONMMUG010039
NONMMUG027909,NONMMUG027909,RPI002_014135
NONMMUG001286,NONMMUG001286,NONMMUG001286
NONMMUG026333,NONMMUG026333,NONMMUG026333
NONMMUG010261,NONMMUG010261,NONMMUG010261
NONMMUG002584,NONMMUG002584,NONMMUG002584
NONMMUG044365,NONMMUG044365,RPI002_014190
-,-,Rpo1-3
-,-,Rpo1-4
-,-,Rshl2b
NONMMUG034263,NONMMUG034263,Rsph10b2
-,-,S3-12
-,-,Saps2
-,-,Saps3
-,-,SCARNA1
-,-,SCARNA11
-,-,SCARNA14
-,-,SCARNA15
-,-,SCARNA16
NONMMUT033034,NONMMUT033034,SCARNA18
-,-,SCARNA23
NONMMUT047976,NONMMUT047976,SCARNA8
NONMMUG030151,NONMMUG030151,Selrc1
NONMMUG017213,NONMMUG017213,NONMMUG017212
-,-,Sfrs10
-,-,Sfrs11
-,-,Sfrs12
-,-,Sfrs15
NONMMUG028661,NONMMUG028661,Sfrs18
-,-,Sfrs2ip
-,-,Sfrs5
-,-,Sfrs6
-,-,Sfrs8
NONMMUG024955,NONMMUG024955,NONMMUG024951
NONMMUG024735,NONMMUG024735,NONMMUG024734
-,-,Snf1lk
-,-,Snf1lk2
-,-,SNORA1
-,-,SNORA12
-,-,SNORA13
-,-,SNORA16
NONMMUT036362,NONMMUT036362,AL732311.1
-,-,SNORA18
NONMMUT035324,NONMMUT035324,SNORA19
-,-,SNORA2
NONMMUT028266,NONMMUT028266,SNORA20
-,-,SNORA22
-,-,SNORA25
NONMMUG010032,NONMMUG010032,NONMMUG010032
-,-,SNORA29
-,-,SNORA3
NONMMUT063738,NONMMUT063738,SNORA30
-,-,SNORA32
-,-,SNORA38
-,-,SNORA4
-,-,SNORA40
NONMMUT001233,NONMMUT001233,SNORA41
-,-,SNORA42
NONMMUT036360,NONMMUT036360,SNORA43
-,-,SNORA46
NONMMUT018716,NONMMUT018716,SNORA47
-,-,SNORA49
-,-,SNORA5
-,-,SNORA51
-,-,SNORA55
-,-,SNORA58
-,-,SNORA62
NONMMUT025966,NONMMUT025966,SNORA63
NONMMUT028678,NONMMUT028678,SNORA64
NONMMUT036747,NONMMUT036747,SNORA65
-,-,SNORA66
-,-,SNORA67
NONMMUT066030,NONMMUT066030,SNORA68
-,-,SNORA69
-,-,SNORA7
-,-,SNORA70
-,-,SNORA72
-,-,SNORA76
-,-,SNORA79
-,-,SNORA8
-,-,SNORA84
-,-,SNORD101
-,-,SNORD102
-,-,SNORD105
NONMMUT061692,NONMMUT061692,SNORD107
NONMMUT067190,NONMMUT067190,SNORD111
-,-,SNORD113
NONMMUT010384,NONMMUT010384,SNORD118
-,-,SNORD12
-,-,SNORD121A
-,-,SNORD127
-,-,SNORD14
-,-,SNORD16
-,-,SNORD18
-,-,Snord20
-,-,SNORD21
NONMMUT060029,NONMMUT060029,SNORD23
-,-,SNORD25
NONMMUT033794,NONMMUT033794,SNORD28
-,-,SNORD31
NONMMUT036378,NONMMUT036378,SNORD36
NONMMUT048901,NONMMUT048901,SNORD38
-,-,SNORD41
NONMMUT010888,NONMMUT010888,SNORD42
-,-,Snord44
-,-,SNORD45a
NONMMUT048905,NONMMUT048905,SNORD46
-,-,SNORD48
-,-,SNORD49
-,-,SNORD56
NONMMUNOBEDT079375,NONMMUNOBEDT079375,SNORD58
-,-,SNORD59
-,-,SNORD60
NONMMUT072547,NONMMUT072547,SNORD61
-,-,SNORD62
-,-,SNORD63
NONMMUT067142,NONMMUT067142,SNORD71
-,-,SNORD73
NONMMUT001838,NONMMUT001838,SNORD82
-,-,SNORD83
-,-,SNORD88
NONMMUT000679,NONMMUT000679,SNORD89
NONMMUT036930,NONMMUT036930,SNORD90
NONMMUT010681,NONMMUT010681,SNORD91
NONMMUT051513,NONMMUT051513,SNORD93
-,-,SNORD94
NONMMUT009527,NONMMUT009527,SNORD96
NONMMUT005872,NONMMUT005872,SNORD98
-,-,snoU13
-,-,snoU2
-,-,snoU2-19
NONMMUT044786,NONMMUT044786,snoU2-25
-,-,snoU2-30
-,-,snoU54
-,-,snoU6-77
-,-,snoU83B
NONMMUT058845,NONMMUT058845,snoU85
-,-,snoU89
-,-,snoU90
NONMMUT063225,NONMMUT063225,snoU97
-,-,snoZ40
-,-,snR39B
NONMMUT029379,NONMMUT029379,snR78
-,-,Snrp70
NONMMUG004472,NONMMUG004472,NONMMUG004468
NONMMUG018733,NONMMUG018733,Soga2
-,-,Spg3a
-,-,Tcfcp2l1
-,-,Tcfeb
-,-,Tcrb-J
-,-,Tegt
-,-,Tgoln2
-,-,Tmem16e
-,-,Tmem16f
-,-,Tmem32
NONMMUG030121,NONMMUG030121,Tmem48
-,-,Tmem49
-,-,Traf7/Rab26
-,-,Txndc14
-,-,Txndc4
-,-,U11
NONMMUT054066,NONMMUT054066,U4
NONMMUNOBEDT000175,NONMMUNOBEDT000175,U5
-,-,U6atac
-,-,U8
-,-,Unc84a
-,-,Unc84b
NONMMUG037669,NONMMUG037669,Wbp7
NONMMUG006478,NONMMUG006478,Wdr16
-,-,Wdr22
-,-,Wdr40a
-,-,Wdr42a
-,-,Wdr68
-,-,Wdr79
NONMMUG022256,NONMMUG022256,Wdr85
-,-,Y_RNA
NONMMUG042686,NONMMUG042686,Zfp259
-,-,Zfp294
-,-,Zfp91-cntf
-,-,Zmiz1/Gm10397
NONMMUG025964,NONMMUG025964,Znf512b
NONMMUG000695,NONMMUG000695,NONMMUG000695
NONMMUG005408,NONMMUG005408,NONMMUG005408
NONMMUG008600,NONMMUG008600,NONMMUG008600
NONMMUG009365,NONMMUG009365,NONMMUG009365
NONMMUG009781,NONMMUG009781,NONMMUG009781
NONMMUG010322,NONMMUG010322,NONMMUG010322
NONMMUG011411,NONMMUG011411,NONMMUG011411
NONMMUG011895,NONMMUG011895,NONMMUG011895
NONMMUG013748,NONMMUG013748,NONMMUG013748
NONMMUG014772,NONMMUG014772,NONMMUG014772
NONMMUG020328,NONMMUG020328,Ccdc11
NONMMUG023113,NONMMUG023113,42070
NONMMUG024636,NONMMUG024636,NONMMUG024636
NONMMUG027327,NONMMUG027327,NONMMUG027327
NONMMUG028163,NONMMUG028163,42262
NONMMUG031580,NONMMUG031580,2010015L04Rik
NONMMUG034373,NONMMUG034373,NONMMUG034373
NONMMUG036404,NONMMUG036404,NONMMUG036404
NONMMUG037595,NONMMUG037595,NONMMUG037595
NONMMUG038492,NONMMUG038492,NONMMUG038492
NONMMUG038720,NONMMUG038720,NONMMUG038720
NONMMUG038746,NONMMUG038746,Gm15415
