identifier,gene_id,symbol
NONMMUG043828,NONMMUG043828,NONMMUG043828
NONMMUG044215,NONMMUG044215,NONMMUG044215
NONMMUG002654,NONMMUG002654,NONMMUG002654
NONMMUG009532,NONMMUG009532,NONMMUG009532
NONMMUG009827,NONMMUG009827,NONMMUG009827
NONMMUG010326,NONMMUG010326,NONMMUG010326
NONMMUG010883,NONMMUG010883,C78339
NONMMUG020192,NONMMUG020192,NONMMUG020192
NONMMUG020516,NONMMUG020516,Cyb5
NONMMUG022687,NONMMUG022687,Cep110
NONMMUG026484,NONMMUG026484,NONMMUG026484
NONMMUG028304,NONMMUG028304,2510003D18Rik
NONMMUG034445,NONMMUG034445,NONMMUG034445
NONMMUG041572,NONMMUG041572,NONMMUG041571
NONMMUG000078,NONMMUG000078,NONMMUG000078
NONMMUG000910,NONMMUG000910,NONMMUG000910
NONMMUG001120,NONMMUG001120,NONMMUG001120
NONMMUG001902,NONMMUG001902,NONMMUG001900
NONMMUG001978,NONMMUG001978,Fam5c
NONMMUG002465,NONMMUG002465,NONMMUG002465
NONMMUG003168,NONMMUG003168,NONMMUG003168
NONMMUG003283,NONMMUG003283,NONMMUG003283
NONMMUG003306,NONMMUG003306,NONMMUG003306
NONMMUG004037,NONMMUG004037,NONMMUG004037
NONMMUG004470,NONMMUG004470,NONMMUG004468
NONMMUG004731,NONMMUG004731,NONMMUG004731
NONMMUG006103,NONMMUG006103,NONMMUG006103
NONMMUG006340,NONMMUG006340,NONMMUG006340
NONMMUG007176,NONMMUG007176,42251
NONMMUG008091,NONMMUG008091,AL645470.1
NONMMUG008691,NONMMUG008691,NONMMUG008691
NONMMUG008970,NONMMUG008970,NONMMUG008970
NONMMUG008986,NONMMUG008986,NONMMUG008986
NONMMUG009187,NONMMUG009187,NONMMUG009187
NONMMUG009289,NONMMUG009289,NONMMUG009289
NONMMUG009405,NONMMUG009405,NONMMUG009405
NONMMUG009458,NONMMUG009458,NONMMUG009458
NONMMUG009853,NONMMUG009853,AC122013.1
NONMMUG010637,NONMMUG010637,NONMMUG010637
NONMMUG012098,NONMMUG012098,NONMMUG012098
NONMMUG013739,NONMMUG013739,NONMMUG013739
NONMMUG014424,NONMMUG014424,NONMMUG014424
NONMMUG015143,NONMMUG015143,NONMMUG015143
NONMMUG015334,NONMMUG015334,NONMMUG015334
NONMMUG015677,NONMMUG015677,NONMMUG015677
NONMMUG017257,NONMMUG017257,NONMMUG017257
NONMMUG017799,NONMMUG017799,NONMMUG017799
NONMMUG020636,NONMMUG020636,NONMMUG020633
NONMMUG021880,NONMMUG021880,NONMMUG021880
NONMMUG023025,NONMMUG023025,AL845483.1
NONMMUG023424,NONMMUG023424,Gm13704
NONMMUG024881,NONMMUG024881,NONMMUG024880
NONMMUG025963,NONMMUG025963,Znf512b
NONMMUG026728,NONMMUG026728,NONMMUG026728
NONMMUG026886,NONMMUG026886,NONMMUG026886
NONMMUG026938,NONMMUG026938,NONMMUG026938
NONMMUG027577,NONMMUG027577,Chi3l3
NONMMUG028038,NONMMUG028038,NONMMUG028038
NONMMUG028126,NONMMUG028126,NONMMUG028126
NONMMUG028152,NONMMUG028152,NONMMUG028152
NONMMUG028356,NONMMUG028356,NONMMUG028356
NONMMUG028664,NONMMUG028664,Sfrs18
NONMMUG029012,NONMMUG029012,N28178
NONMMUG029416,NONMMUG029416,NONMMUG029416
NONMMUG029489,NONMMUG029489,NONMMUG029489
NONMMUG029539,NONMMUG029539,Dbc1
NONMMUG030015,NONMMUG030015,NONMMUG030015
NONMMUG030778,NONMMUG030778,Bai2
NONMMUG031683,NONMMUG031683,NONMMUG031683
NONMMUG031973,NONMMUG031973,NONMMUG031973
NONMMUG032189,NONMMUG032189,NONMMUG032189
NONMMUG032537,NONMMUG032537,3110047P20Rik
NONMMUG032667,NONMMUG032667,NONMMUG032667
NONMMUG032734,NONMMUG032734,NONMMUG032734
NONMMUG032744,NONMMUG032744,NONMMUG032744
NONMMUG033360,NONMMUG033360,NONMMUG033359
NONMMUG033402,NONMMUG033402,RP24-317K11.2
NONMMUG033770,NONMMUG033770,NONMMUG033770
NONMMUG033794,NONMMUG033794,NONMMUG033794
NONMMUG033810,NONMMUG033810,NONMMUG033810
NONMMUG034284,NONMMUG034284,NONMMUG034284
NONMMUG034441,NONMMUG034441,NONMMUG034441
NONMMUG035166,NONMMUG035166,Fam115a
NONMMUG036167,NONMMUG036167,NONMMUG036167
NONMMUG036236,NONMMUG036236,NONMMUG036236
NONMMUG036559,NONMMUG036559,NONMMUG036559
NONMMUG036957,NONMMUG036957,Ifltd1
NONMMUG037674,NONMMUG037674,NONMMUG037674
NONMMUG037795,NONMMUG037795,NONMMUG037795
NONMMUG037963,NONMMUG037963,NONMMUG037963
NONMMUG038122,NONMMUG038122,NONMMUG038121
NONMMUG038311,NONMMUG038311,NONMMUG038311
NONMMUG038657,NONMMUG038657,NONMMUG038657
NONMMUG038953,NONMMUG038953,NONMMUG038953
NONMMUG039140,NONMMUG039140,NONMMUG039140
NONMMUG039584,NONMMUG039584,Gpr123
NONMMUG039821,NONMMUG039821,NONMMUG039821
NONMMUG040018,NONMMUG040018,NONMMUG040018
NONMMUG040728,NONMMUG040728,42064
NONMMUG040757,NONMMUG040757,NONMMUG040757
NONMMUG041585,NONMMUG041585,NONMMUG041585
NONMMUG041902,NONMMUG041902,NONMMUG041902
NONMMUG042021,NONMMUG042021,NONMMUG042021
NONMMUG042136,NONMMUG042136,NONMMUG042136
NONMMUG044079,NONMMUG044079,NONMMUG044079
NONMMUG044282,NONMMUG044282,NONMMUG044282
NONMMUG045731,NONMMUG045731,NONMMUG045731
NONMMUG045935,NONMMUG045935,NONMMUG045935
NONMMUG046246,NONMMUG046246,NONMMUG046246
NONMMUG002079,NONMMUG002079,NONMMUG002079
NONMMUG004000,NONMMUG004000,NONMMUG004000
NONMMUG008673,NONMMUG008673,NONMMUG008673
NONMMUG010660,NONMMUG010660,NONMMUG010660
NONMMUG020046,NONMMUG020046,NONMMUG020045
NONMMUG025154,NONMMUG025154,8430427H17Rik
NONMMUG033928,NONMMUG033928,NONMMUG033928
NONMMUG036709,NONMMUG036709,AC142191.1
NONMMUG039439,NONMMUG039439,NONMMUG039439
NONMMUG039443,NONMMUG039443,NONMMUG039443
NONMMUG041618,NONMMUG041618,NONMMUG041618
NONMMUG042854,NONMMUG042854,AI118078
NONMMUG043826,NONMMUG043826,NONMMUG043826
NONMMUG043969,NONMMUG043969,NONMMUG043969
NONMMUG000423,NONMMUG000423,NONMMUG000423
NONMMUG001276,NONMMUG001276,NONMMUG001272
NONMMUG002048,NONMMUG002048,NONMMUG002048
NONMMUG002052,NONMMUG002052,NONMMUG002052
NONMMUG003614,NONMMUG003614,NONMMUG003614
NONMMUG004718,NONMMUG004718,NONMMUG004718
NONMMUG004875,NONMMUG004875,NONMMUG004875
NONMMUG005072,NONMMUG005072,NONMMUG005072
NONMMUG006384,NONMMUG006384,NONMMUG006384
NONMMUG008881,NONMMUG008881,NONMMUG008881
NONMMUG010384,NONMMUG010384,NONMMUG010384
NONMMUG011410,NONMMUG011410,NONMMUG011410
NONMMUG011507,NONMMUG011507,NONMMUG011507
NONMMUG011812,NONMMUG011812,NONMMUG011812
NONMMUG014288,NONMMUG014288,NONMMUG014288
NONMMUG016253,NONMMUG016253,Lrrc33
NONMMUG019090,NONMMUG019090,NONMMUG019090
NONMMUG019416,NONMMUG019416,NONMMUG019416
NONMMUG021222,NONMMUG021222,NONMMUG021222
NONMMUG026240,NONMMUG026240,NONMMUG026240
NONMMUG026461,NONMMUG026461,NONMMUG026461
NONMMUG027438,NONMMUG027438,NONMMUG027438
NONMMUG027894,NONMMUG027894,NONMMUG027894
NONMMUG029751,NONMMUG029751,Fam154a
NONMMUG031030,NONMMUG031030,9130020K20Rik
NONMMUG031990,NONMMUG031990,NONMMUG031990
NONMMUG033715,NONMMUG033715,NONMMUG033715
NONMMUG034609,NONMMUG034609,NONMMUG034609
NONMMUG034918,NONMMUG034918,NONMMUG034918
NONMMUG035957,NONMMUG035957,NONMMUG035957
NONMMUG037975,NONMMUG037975,NONMMUG037975
NONMMUG042819,NONMMUG042819,NONMMUG042819
NONMMUG043308,NONMMUG043308,NONMMUG043307
NONMMUG043802,NONMMUG043802,NONMMUG043802
NONMMUG044261,NONMMUG044261,NONMMUG044261
NONMMUG000622,NONMMUG000622,NONMMUG000622
NONMMUG028114,NONMMUG028114,NONMMUG028114
NONMMUG037670,NONMMUG037670,Wbp7
NONMMUG041061,NONMMUG041061,NONMMUG041061
NONMMUG000079,NONMMUG000079,NONMMUG000079
NONMMUG000081,NONMMUG000081,NONMMUG000081
NONMMUG000763,NONMMUG000763,NONMMUG000763
NONMMUG002603,NONMMUG002603,NONMMUG002603
NONMMUG002710,NONMMUG002710,42065
NONMMUG006348,NONMMUG006348,RP23-70A15.5
NONMMUG008572,NONMMUG008572,NONMMUG008572
NONMMUG009624,NONMMUG009624,NONMMUG009624
NONMMUG010358,NONMMUG010358,NONMMUG010358
NONMMUG011496,NONMMUG011496,NONMMUG011496
NONMMUG013007,NONMMUG013007,NONMMUG013007
NONMMUG019361,NONMMUG019361,NONMMUG019361
NONMMUG022709,NONMMUG022709,NONMMUG022709
NONMMUG025409,NONMMUG025409,3230401D17Rik
NONMMUG031815,NONMMUG031815,NONMMUG031815
NONMMUG031867,NONMMUG031867,NONMMUG031867
NONMMUG031928,NONMMUG031928,NONMMUG031928
NONMMUG033484,NONMMUG033484,NONMMUG033484
NONMMUG033996,NONMMUG033996,NONMMUG033996
NONMMUG034903,NONMMUG034903,NONMMUG034903
NONMMUG035303,NONMMUG035303,NONMMUG035303
NONMMUG036341,NONMMUG036341,NONMMUG036341
NONMMUG036414,NONMMUG036414,NONMMUG036414
NONMMUG037688,NONMMUG037688,NONMMUG037688
NONMMUG039734,NONMMUG039734,NONMMUG039734
NONMMUG040477,NONMMUG040477,NONMMUG040477
NONMMUG040510,NONMMUG040510,NONMMUG040510
NONMMUG043658,NONMMUG043658,NONMMUG043658
NONMMUG045296,NONMMUG045296,Gyk
NONMMUG006755,NONMMUG006755,NONMMUG006755
NONMMUG008566,NONMMUG008566,NONMMUG008566
NONMMUG022223,NONMMUG022223,NONMMUG022223
NONMMUG025135,NONMMUG025135,NONMMUG025135
NONMMUG041427,NONMMUG041427,NONMMUG041427
NONMMUG000246,NONMMUG000246,mmu-mir-30c-2
NONMMUG000416,NONMMUG000416,NONMMUG000416
NONMMUG000419,NONMMUG000419,NONMMUG000419
NONMMUG000509,NONMMUG000509,NONMMUG000509
NONMMUG000655,NONMMUG000655,NONMMUG000655
NONMMUG000889,NONMMUG000889,NONMMUG000889
NONMMUG000963,NONMMUG000963,NONMMUG000962
NONMMUG001041,NONMMUG001041,NONMMUG001041
NONMMUG001136,NONMMUG001136,NONMMUG001136
NONMMUG001245,NONMMUG001245,NONMMUG001245
NONMMUG001287,NONMMUG001287,NONMMUG001287
NONMMUG001808,NONMMUG001808,Chi3l1
NONMMUG002044,NONMMUG002044,NONMMUG002044
NONMMUG002113,NONMMUG002113,NONMMUG002113
NONMMUG002306,NONMMUG002306,NONMMUG002306
NONMMUG002415,NONMMUG002415,1700009P17Rik
NONMMUG002481,NONMMUG002481,NONMMUG002481
NONMMUG002605,NONMMUG002605,NONMMUG002605
NONMMUG002632,NONMMUG002632,NONMMUG002632
NONMMUG002793,NONMMUG002793,Gm17566
NONMMUG002813,NONMMUG002813,NONMMUG002813
NONMMUG002818,NONMMUG002818,NONMMUG002818
NONMMUG002894,NONMMUG002894,NONMMUG002894
NONMMUG002955,NONMMUG002955,NONMMUG002955
NONMMUG003027,NONMMUG003027,NONMMUG003027
NONMMUG003031,NONMMUG003031,NONMMUG003031
NONMMUG003116,NONMMUG003116,AC153562.1
NONMMUG003146,NONMMUG003146,NONMMUG003146
NONMMUG003151,NONMMUG003151,NONMMUG003151
NONMMUG003175,NONMMUG003175,NONMMUG003175
NONMMUG003316,NONMMUG003316,NONMMUG003316
NONMMUG003434,NONMMUG003434,NONMMUG003434
NONMMUG003468,NONMMUG003468,NONMMUG003468
NONMMUG003639,NONMMUG003639,NONMMUG003639
NONMMUG003673,NONMMUG003673,NONMMUG003673
NONMMUG003939,NONMMUG003939,NONMMUG003939
NONMMUG004020,NONMMUG004020,NONMMUG004020
NONMMUG004040,NONMMUG004040,NONMMUG004040
NONMMUG004270,NONMMUG004270,NONMMUG004270
NONMMUG004335,NONMMUG004335,NONMMUG004335
NONMMUG004922,NONMMUG004922,NONMMUG004922
NONMMUG005512,NONMMUG005512,NONMMUG005512
NONMMUG005801,NONMMUG005801,NONMMUG005801
NONMMUG006443,NONMMUG006443,NONMMUG006443
NONMMUG006720,NONMMUG006720,NONMMUG006720
NONMMUG006721,NONMMUG006721,NONMMUG006721
NONMMUG007044,NONMMUG007044,NONMMUG007044
NONMMUG007437,NONMMUG007437,NONMMUG007437
NONMMUG007800,NONMMUG007800,42073
NONMMUG007823,NONMMUG007823,NONMMUG007823
NONMMUG008283,NONMMUG008283,NONMMUG008283
NONMMUG008441,NONMMUG008441,NONMMUG008441
NONMMUG008457,NONMMUG008457,NONMMUG008457
NONMMUG008660,NONMMUG008660,NONMMUG008660
NONMMUG008675,NONMMUG008675,NONMMUG008675
NONMMUG008694,NONMMUG008694,NONMMUG008694
NONMMUG008770,NONMMUG008770,AC155258.1
NONMMUG008783,NONMMUG008783,NONMMUG008783
NONMMUG008841,NONMMUG008841,NONMMUG008841
NONMMUG008961,NONMMUG008961,NONMMUG008961
NONMMUG009112,NONMMUG009112,NONMMUG009112
NONMMUG009121,NONMMUG009121,NONMMUG009121
NONMMUG009210,NONMMUG009210,NONMMUG009210
NONMMUG009409,NONMMUG009409,NONMMUG009409
NONMMUG009528,NONMMUG009528,NONMMUG009528
NONMMUG009579,NONMMUG009579,NONMMUG009579
NONMMUG009594,NONMMUG009594,NONMMUG009594
NONMMUG009600,NONMMUG009600,NONMMUG009600
NONMMUG009746,NONMMUG009746,NONMMUG009746
NONMMUG009828,NONMMUG009828,Ifi27l1
NONMMUG010084,NONMMUG010084,NONMMUG010084
NONMMUG010089,NONMMUG010089,NONMMUG010089
NONMMUG010114,NONMMUG010114,NONMMUG010114
NONMMUG010131,NONMMUG010131,NONMMUG010131
NONMMUG010143,NONMMUG010143,NONMMUG010143
NONMMUG010148,NONMMUG010148,NONMMUG010148
NONMMUG010210,NONMMUG010210,NONMMUG010210
NONMMUG010217,NONMMUG010217,NONMMUG010217
NONMMUG010227,NONMMUG010227,NONMMUG010227
NONMMUG010376,NONMMUG010376,NONMMUG010376
NONMMUG010836,NONMMUG010836,NONMMUG010836
NONMMUG010839,NONMMUG010839,NONMMUG010839
NONMMUG011307,NONMMUG011307,NONMMUG011307
NONMMUG011340,NONMMUG011340,NONMMUG011340
NONMMUG011419,NONMMUG011419,NONMMUG011419
NONMMUG011689,NONMMUG011689,NONMMUG011689
NONMMUG011790,NONMMUG011790,NONMMUG011790
NONMMUG011803,NONMMUG011803,NONMMUG011803
NONMMUG011811,NONMMUG011811,NONMMUG011811
NONMMUG011893,NONMMUG011893,NONMMUG011893
NONMMUG011894,NONMMUG011894,NONMMUG011894
NONMMUG012037,NONMMUG012037,NONMMUG012037
NONMMUG012491,NONMMUG012491,NONMMUG012491
NONMMUG012636,NONMMUG012636,NONMMUG012636
NONMMUG013707,NONMMUG013707,NONMMUG013707
NONMMUG013740,NONMMUG013740,NONMMUG013740
NONMMUG013960,NONMMUG013960,NONMMUG013960
NONMMUG014291,NONMMUG014291,NONMMUG014291
NONMMUG014311,NONMMUG014311,NONMMUG014311
NONMMUG014341,NONMMUG014341,NONMMUG014341
NONMMUG014342,NONMMUG014342,NONMMUG014342
NONMMUG014778,NONMMUG014778,NONMMUG014778
NONMMUG014843,NONMMUG014843,NONMMUG014843
NONMMUG014941,NONMMUG014941,NONMMUG014941
NONMMUG015292,NONMMUG015292,NONMMUG015292
NONMMUG015337,NONMMUG015337,NONMMUG015337
NONMMUG015428,NONMMUG015428,NONMMUG015428
NONMMUG015442,NONMMUG015442,NONMMUG015442
NONMMUG015465,NONMMUG015465,NONMMUG015465
NONMMUG015632,NONMMUG015632,NONMMUG015632
NONMMUG015817,NONMMUG015817,NONMMUG015817
NONMMUG015819,NONMMUG015819,NONMMUG015819
NONMMUG016501,NONMMUG016501,NONMMUG016501
NONMMUG016505,NONMMUG016505,NONMMUG016505
NONMMUG016747,NONMMUG016747,NONMMUG016747
NONMMUG016928,NONMMUG016928,NONMMUG016928
NONMMUG016985,NONMMUG016985,NONMMUG016985
NONMMUG017137,NONMMUG017137,NONMMUG017137
NONMMUG017304,NONMMUG017304,NONMMUG017304
NONMMUG017325,NONMMUG017325,NONMMUG017325
NONMMUG017460,NONMMUG017460,NONMMUG017460
NONMMUG017673,NONMMUG017673,NONMMUG017673
NONMMUG018404,NONMMUG018404,NONMMUG018404
NONMMUG018522,NONMMUG018522,NONMMUG018522
NONMMUG018545,NONMMUG018545,NONMMUG018545
NONMMUG018547,NONMMUG018547,NONMMUG018547
NONMMUG019031,NONMMUG019031,NONMMUG019031
NONMMUG019064,NONMMUG019064,NONMMUG019064
NONMMUG019473,NONMMUG019473,NONMMUG019473
NONMMUG019474,NONMMUG019474,NONMMUG019474
NONMMUG019529,NONMMUG019529,NONMMUG019529
NONMMUG019530,NONMMUG019530,NONMMUG019530
NONMMUG019738,NONMMUG019738,NONMMUG019738
NONMMUG019813,NONMMUG019813,NONMMUG019813
NONMMUG019825,NONMMUG019825,NONMMUG019825
NONMMUG019837,NONMMUG019837,NONMMUG019837
NONMMUG019839,NONMMUG019839,NONMMUG019839
NONMMUG020172,NONMMUG020172,NONMMUG020172
NONMMUG020535,NONMMUG020535,NONMMUG020535
NONMMUG020959,NONMMUG020959,NONMMUG020959
NONMMUG021597,NONMMUG021597,NONMMUG021597
NONMMUG021684,NONMMUG021684,NONMMUG021684
NONMMUG022533,NONMMUG022533,NONMMUG022533
NONMMUG022736,NONMMUG022736,NONMMUG022736
NONMMUG022759,NONMMUG022759,NONMMUG022759
NONMMUG022878,NONMMUG022878,NONMMUG022878
NONMMUG023064,NONMMUG023064,NONMMUG023064
NONMMUG023065,NONMMUG023065,NONMMUG023065
NONMMUG023148,NONMMUG023148,NONMMUG023148
NONMMUG023224,NONMMUG023224,NONMMUG023224
NONMMUG023399,NONMMUG023399,NONMMUG023399
NONMMUG023757,NONMMUG023757,Sfpi1
NONMMUG023983,NONMMUG023983,NONMMUG023983
NONMMUG024132,NONMMUG024132,NONMMUG024132
NONMMUG024279,NONMMUG024279,NONMMUG024279
NONMMUG024493,NONMMUG024493,RPI002_009118
NONMMUG024640,NONMMUG024640,NONMMUG024640
NONMMUG024666,NONMMUG024666,NONMMUG024666
NONMMUG024919,NONMMUG024919,NONMMUG024919
NONMMUG025136,NONMMUG025136,NONMMUG025136
NONMMUG025201,NONMMUG025201,NONMMUG025201
NONMMUG025469,NONMMUG025469,NONMMUG025469
NONMMUG025477,NONMMUG025477,Gm11459
NONMMUG025891,NONMMUG025891,NONMMUG025891
NONMMUG026232,NONMMUG026232,NONMMUG026232
NONMMUG026353,NONMMUG026353,NONMMUG026353
NONMMUG026610,NONMMUG026610,NONMMUG026610
NONMMUG026698,NONMMUG026698,NONMMUG026698
NONMMUG026892,NONMMUG026892,NONMMUG026892
NONMMUG027092,NONMMUG027092,NONMMUG027092
NONMMUG027175,NONMMUG027175,NONMMUG027175
NONMMUG027183,NONMMUG027183,NONMMUG027183
NONMMUG027921,NONMMUG027921,NONMMUG027921
NONMMUG027988,NONMMUG027988,NONMMUG027988
NONMMUG028039,NONMMUG028039,NONMMUG028039
NONMMUG028321,NONMMUG028321,NONMMUG028321
NONMMUG028463,NONMMUG028463,NONMMUG028463
NONMMUG028766,NONMMUG028766,NONMMUG028766
NONMMUG028771,NONMMUG028771,NONMMUG028771
NONMMUG029008,NONMMUG029008,BC049635
NONMMUG029010,NONMMUG029010,NONMMUG029010
NONMMUG029183,NONMMUG029183,NONMMUG029183
NONMMUG029346,NONMMUG029346,Epb4.1l4b
NONMMUG029505,NONMMUG029505,NONMMUG029505
NONMMUG029524,NONMMUG029524,NONMMUG029524
NONMMUG029617,NONMMUG029617,NONMMUG029617
NONMMUG029930,NONMMUG029930,NONMMUG029930
NONMMUG029938,NONMMUG029938,NONMMUG029938
NONMMUG030756,NONMMUG030756,NONMMUG030756
NONMMUG030781,NONMMUG030781,Bai2
NONMMUG030787,NONMMUG030787,NONMMUG030787
NONMMUG030862,NONMMUG030862,NONMMUG030862
NONMMUG030979,NONMMUG030979,D4Wsu53e
NONMMUG031206,NONMMUG031206,NONMMUG031206
NONMMUG031676,NONMMUG031676,NONMMUG031676
NONMMUG031679,NONMMUG031679,NONMMUG031679
NONMMUG031838,NONMMUG031838,NONMMUG031838
NONMMUG031921,NONMMUG031921,NONMMUG031921
NONMMUG031938,NONMMUG031938,NONMMUG031938
NONMMUG032210,NONMMUG032210,NONMMUG032210
NONMMUG032282,NONMMUG032282,NONMMUG032282
NONMMUG032284,NONMMUG032284,NONMMUG032284
NONMMUG032394,NONMMUG032394,NONMMUG032394
NONMMUG032431,NONMMUG032431,NONMMUG032431
NONMMUG032533,NONMMUG032533,NONMMUG032533
NONMMUG032576,NONMMUG032576,NONMMUG032576
NONMMUG032647,NONMMUG032647,NONMMUG032647
NONMMUG032652,NONMMUG032652,NONMMUG032652
NONMMUG032660,NONMMUG032660,NONMMUG032660
NONMMUG032871,NONMMUG032871,NONMMUG032871
NONMMUG032886,NONMMUG032886,NONMMUG032886
NONMMUG032922,NONMMUG032922,NONMMUG032922
NONMMUG032959,NONMMUG032959,NONMMUG032959
NONMMUG033003,NONMMUG033003,NONMMUG033003
NONMMUG033210,NONMMUG033210,NONMMUG033210
NONMMUG033308,NONMMUG033308,NONMMUG033308
NONMMUG033339,NONMMUG033339,NONMMUG033339
NONMMUG033433,NONMMUG033433,NONMMUG033433
NONMMUG033449,NONMMUG033449,NONMMUG033449
NONMMUG033597,NONMMUG033597,NONMMUG033597
NONMMUG033645,NONMMUG033645,1110008J03Rik
NONMMUG033807,NONMMUG033807,NONMMUG033807
NONMMUG033971,NONMMUG033971,NONMMUG033971
NONMMUG033986,NONMMUG033986,NONMMUG033986
NONMMUG033993,NONMMUG033993,NONMMUG033993
NONMMUG034012,NONMMUG034012,NONMMUG034012
NONMMUG034073,NONMMUG034073,NONMMUG034073
NONMMUG034082,NONMMUG034082,NONMMUG034082
NONMMUG034122,NONMMUG034122,NONMMUG034122
NONMMUG034145,NONMMUG034145,Gpr30
NONMMUG034296,NONMMUG034296,NONMMUG034296
NONMMUG034324,NONMMUG034324,NONMMUG034324
NONMMUG034502,NONMMUG034502,NONMMUG034502
NONMMUG034610,NONMMUG034610,NONMMUG034610
NONMMUG034653,NONMMUG034653,NONMMUG034653
NONMMUG034770,NONMMUG034770,NONMMUG034770
NONMMUG034783,NONMMUG034783,NONMMUG034783
NONMMUG034830,NONMMUG034830,NONMMUG034830
NONMMUG034885,NONMMUG034885,NONMMUG034885
NONMMUG035133,NONMMUG035133,NONMMUG035133
NONMMUG035245,NONMMUG035245,NONMMUG035245
NONMMUG035546,NONMMUG035546,NONMMUG035546
NONMMUG035557,NONMMUG035557,NONMMUG035557
NONMMUG035844,NONMMUG035844,NONMMUG035844
NONMMUG035985,NONMMUG035985,Ccdc37
NONMMUG035996,NONMMUG035996,NONMMUG035996
NONMMUG036015,NONMMUG036015,NONMMUG036015
NONMMUG036050,NONMMUG036050,NONMMUG036050
NONMMUG036113,NONMMUG036113,NONMMUG036113
NONMMUG036180,NONMMUG036180,NONMMUG036180
NONMMUG036320,NONMMUG036320,NONMMUG036320
NONMMUG036371,NONMMUG036371,NONMMUG036371
NONMMUG036381,NONMMUG036381,NONMMUG036381
NONMMUG036772,NONMMUG036772,NONMMUG036772
NONMMUG036935,NONMMUG036935,NONMMUG036935
NONMMUG036995,NONMMUG036995,NONMMUG036995
NONMMUG037015,NONMMUG037015,NONMMUG037015
NONMMUG037156,NONMMUG037156,NONMMUG037156
NONMMUG037163,NONMMUG037163,NONMMUG037163
NONMMUG037173,NONMMUG037173,NONMMUG037173
NONMMUG037174,NONMMUG037174,NONMMUG037174
NONMMUG037272,NONMMUG037272,NONMMUG037272
NONMMUG037354,NONMMUG037354,NONMMUG037354
NONMMUG037421,NONMMUG037421,NONMMUG037421
NONMMUG037736,NONMMUG037736,NONMMUG037736
NONMMUG037853,NONMMUG037853,NONMMUG037853
NONMMUG038067,NONMMUG038067,NONMMUG038067
NONMMUG038084,NONMMUG038084,NONMMUG038084
NONMMUG038172,NONMMUG038172,NONMMUG038172
NONMMUG038174,NONMMUG038174,NONMMUG038174
NONMMUG038175,NONMMUG038175,NONMMUG038175
NONMMUG038183,NONMMUG038183,NONMMUG038183
NONMMUG038451,NONMMUG038451,NONMMUG038451
NONMMUG038553,NONMMUG038553,Fam154b
NONMMUG038656,NONMMUG038656,NONMMUG038656
NONMMUG038666,NONMMUG038666,NONMMUG038666
NONMMUG038667,NONMMUG038667,NONMMUG038667
NONMMUG038762,NONMMUG038762,NONMMUG038762
NONMMUG038866,NONMMUG038866,NONMMUG038866
NONMMUG038908,NONMMUG038908,NONMMUG038908
NONMMUG039104,NONMMUG039104,NONMMUG039104
NONMMUG039123,NONMMUG039123,NONMMUG039123
NONMMUG039182,NONMMUG039182,NONMMUG039182
NONMMUG039210,NONMMUG039210,NONMMUG039210
NONMMUG039213,NONMMUG039213,NONMMUG039213
NONMMUG039351,NONMMUG039351,NONMMUG039351
NONMMUG039501,NONMMUG039501,2700050L05Rik
NONMMUG039526,NONMMUG039526,NONMMUG039526
NONMMUG039592,NONMMUG039592,NONMMUG039592
NONMMUG039800,NONMMUG039800,NONMMUG039800
NONMMUG039976,NONMMUG039976,NONMMUG039976
NONMMUG040125,NONMMUG040125,NONMMUG040125
NONMMUG040138,NONMMUG040138,NONMMUG040138
NONMMUG040244,NONMMUG040244,NONMMUG040244
NONMMUG040484,NONMMUG040484,NONMMUG040484
NONMMUG040499,NONMMUG040499,Mlf1ip
NONMMUG040568,NONMMUG040568,NONMMUG040568
NONMMUG040581,NONMMUG040581,NONMMUG040581
NONMMUG040583,NONMMUG040583,NONMMUG040583
NONMMUG040593,NONMMUG040593,NONMMUG040593
NONMMUG040652,NONMMUG040652,NONMMUG040652
NONMMUG041124,NONMMUG041124,NONMMUG041124
NONMMUG041140,NONMMUG041140,NONMMUG041140
NONMMUG041172,NONMMUG041172,NONMMUG041172
NONMMUG041216,NONMMUG041216,NONMMUG041216
NONMMUG041251,NONMMUG041251,NONMMUG041251
NONMMUG041292,NONMMUG041292,NONMMUG041292
NONMMUG041295,NONMMUG041295,NONMMUG041295
NONMMUG041299,NONMMUG041299,NONMMUG041299
NONMMUG041303,NONMMUG041303,NONMMUG041303
NONMMUG041319,NONMMUG041319,NONMMUG041319
NONMMUG041320,NONMMUG041320,NONMMUG041320
NONMMUG041321,NONMMUG041321,NONMMUG041321
NONMMUG041365,NONMMUG041365,NONMMUG041365
NONMMUG041397,NONMMUG041397,NONMMUG041397
NONMMUG041690,NONMMUG041690,NONMMUG041690
NONMMUG041931,NONMMUG041931,NONMMUG041931
NONMMUG041943,NONMMUG041943,NONMMUG041943
NONMMUG042138,NONMMUG042138,NONMMUG042138
NONMMUG042312,NONMMUG042312,NONMMUG042312
NONMMUG042314,NONMMUG042314,NONMMUG042314
NONMMUG042316,NONMMUG042316,NONMMUG042316
NONMMUG042326,NONMMUG042326,NONMMUG042326
NONMMUG042329,NONMMUG042329,NONMMUG042329
NONMMUG042376,NONMMUG042376,NONMMUG042376
NONMMUG042549,NONMMUG042549,NONMMUG042549
