dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
115,10090,ENSMUSG00000033061,Resp18,C,,"{""mgi_marker"":""MGI:1098222"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098222""}"
115,10090,ENSMUSG00000041498,Kif14,C,,"{""mgi_marker"":""MGI:1098226"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098226""}"
115,10090,ENSMUSG00000028758,Kif17,NE,,"{""mgi_marker"":""MGI:1098229"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098229""}"
115,10090,ENSMUSG00000045328,Cenpe,C,,"{""mgi_marker"":""MGI:1098230"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098230""}"
115,10090,ENSMUSG00000012443,Kif11,C,,"{""mgi_marker"":""MGI:1098231"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098231""}"
115,10090,ENSMUSG00000002844,Adprh,NE,,"{""mgi_marker"":""MGI:1098234"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098234""}"
115,10090,ENSMUSG00000020787,P2rx1,NE,,"{""mgi_marker"":""MGI:1098235"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098235""}"
115,10090,ENSMUSG00000021585,Cast,NE,,"{""mgi_marker"":""MGI:1098236"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098236""}"
115,10090,ENSMUSG00000050382,Kif7,C,,"{""mgi_marker"":""MGI:1098239"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098239""}"
115,10090,ENSMUSG00000038844,Kif16b,C,,"{""mgi_marker"":""MGI:1098240"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098240""}"
115,10090,ENSMUSG00000022971,Ifnar2,NE,,"{""mgi_marker"":""MGI:1098243"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098243""}"
115,10090,ENSMUSG00000060275,Nrg2,C,,"{""mgi_marker"":""MGI:1098246"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098246""}"
115,10090,ENSMUSG00000056737,Capg,NE,,"{""mgi_marker"":""MGI:1098259"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098259""}"
115,10090,ENSMUSG00000020821,Kif1c,NE,,"{""mgi_marker"":""MGI:1098260"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098260""}"
115,10090,ENSMUSG00000021375,Kif13a,NE,,"{""mgi_marker"":""MGI:1098264"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098264""}"
115,10090,ENSMUSG00000060012,Kif13b,NE,,"{""mgi_marker"":""MGI:1098265"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098265""}"
115,10090,ENSMUSG00000030077,Chl1,NE,,"{""mgi_marker"":""MGI:1098266"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098266""}"
115,10090,ENSMUSG00000020456,Ogdh,E,,"{""mgi_marker"":""MGI:1098267"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098267""}"
115,10090,ENSMUSG00000006740,Kif5b,C,,"{""mgi_marker"":""MGI:1098268"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098268""}"
115,10090,ENSMUSG00000026764,Kif5c,NE,,"{""mgi_marker"":""MGI:1098269"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098269""}"
115,10090,ENSMUSG00000002799,Jag2,C,,"{""mgi_marker"":""MGI:1098270"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098270""}"
115,10090,ENSMUSG00000026360,Rgs2,NE,,"{""mgi_marker"":""MGI:1098271"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098271""}"
115,10090,ENSMUSG00000066800,Rnasel,NE,,"{""mgi_marker"":""MGI:1098272"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098272""}"
115,10090,ENSMUSG00000022244,Amacr,NE,,"{""mgi_marker"":""MGI:1098273"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098273""}"
115,10090,ENSMUSG00000006724,Cyp27b1,NE,,"{""mgi_marker"":""MGI:1098274"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098274""}"
115,10090,ENSMUSG00000022521,Crebbp,C,,"{""mgi_marker"":""MGI:1098280"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098280""}"
115,10090,ENSMUSG00000022149,C9,NE,,"{""mgi_marker"":""MGI:1098282"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098282""}"
115,10090,ENSMUSG00000020893,Per1,NE,,"{""mgi_marker"":""MGI:1098283"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098283""}"
115,10090,ENSMUSG00000024900,Cpt1a,E,,"{""mgi_marker"":""MGI:1098296"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098296""}"
115,10090,ENSMUSG00000078937,Cpt1b,E,,"{""mgi_marker"":""MGI:1098297"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098297""}"
115,10090,ENSMUSG00000026678,Rgs5,NE,,"{""mgi_marker"":""MGI:1098434"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098434""}"
115,10090,ENSMUSG00000030272,Camk1,NE,,"{""mgi_marker"":""MGI:1098535"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098535""}"
115,10090,ENSMUSG00000001056,Nhp2,E,,"{""mgi_marker"":""MGI:1098547"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098547""}"
115,10090,ENSMUSG00000026587,Astn1,NE,,"{""mgi_marker"":""MGI:1098567"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098567""}"
115,10090,ENSMUSG00000051343,Rab11fip5,NE,,"{""mgi_marker"":""MGI:1098586"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098586""}"
115,10090,ENSMUSG00000038071,Npy6r,NE,,"{""mgi_marker"":""MGI:1098590"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098590""}"
115,10090,ENSMUSG00000019303,Psmc3ip,NE,,"{""mgi_marker"":""MGI:1098610"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098610""}"
115,10090,ENSMUSG00000036202,Rif1,C,,"{""mgi_marker"":""MGI:1098622"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098622""}"
115,10090,ENSMUSG00000028868,Wasf2,C,,"{""mgi_marker"":""MGI:1098641"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098641""}"
115,10090,ENSMUSG00000037286,Stag1,C,,"{""mgi_marker"":""MGI:1098658"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098658""}"
115,10090,ENSMUSG00000020926,Adam11,NE,,"{""mgi_marker"":""MGI:1098667"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098667""}"
115,10090,ENSMUSG00000029176,Anapc4,E,,"{""mgi_marker"":""MGI:1098673"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098673""}"
115,10090,ENSMUSG00000027810,Eif2a,NE,,"{""mgi_marker"":""MGI:1098684"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098684""}"
115,10090,ENSMUSG00000025572,Tmc6,NE,,"{""mgi_marker"":""MGI:1098686"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098686""}"
115,10090,ENSMUSG00000057230,Aak1,NE,,"{""mgi_marker"":""MGI:1098687"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098687""}"
115,10090,ENSMUSG00000047146,Tet1,C,,"{""mgi_marker"":""MGI:1098693"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098693""}"
115,10090,ENSMUSG00000037681,Esyt3,NE,,"{""mgi_marker"":""MGI:1098699"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098699""}"
115,10090,ENSMUSG00000004937,Sgta,NE,,"{""mgi_marker"":""MGI:1098703"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098703""}"
115,10090,ENSMUSG00000029192,Tbc1d14,E,,"{""mgi_marker"":""MGI:1098708"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098708""}"
115,10090,ENSMUSG00000021725,Parp8,NE,,"{""mgi_marker"":""MGI:1098713"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098713""}"
115,10090,ENSMUSG00000028420,Tmem38b,C,,"{""mgi_marker"":""MGI:1098718"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098718""}"
115,10090,ENSMUSG00000022505,Emp2,NE,,"{""mgi_marker"":""MGI:1098726"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098726""}"
115,10090,ENSMUSG00000040212,Emp3,NE,,"{""mgi_marker"":""MGI:1098729"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098729""}"
115,10090,ENSMUSG00000020829,Slc46a1,NE,,"{""mgi_marker"":""MGI:1098733"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098733""}"
115,10090,ENSMUSG00000078429,Ctdsp2,C,,"{""mgi_marker"":""MGI:1098748"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098748""}"
115,10090,ENSMUSG00000040640,Erc2,NE,,"{""mgi_marker"":""MGI:1098749"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098749""}"
115,10090,ENSMUSG00000002102,Psmc3,C,,"{""mgi_marker"":""MGI:1098754"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098754""}"
115,10090,ENSMUSG00000026039,Sgo2a,NE,,"{""mgi_marker"":""MGI:1098767"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098767""}"
115,10090,ENSMUSG00000031834,Pik3r2,NE,,"{""mgi_marker"":""MGI:1098772"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098772""}"
115,10090,ENSMUSG00000016024,Lbp,NE,,"{""mgi_marker"":""MGI:1098776"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098776""}"
115,10090,ENSMUSG00000022580,Rhpn1,NE,,"{""mgi_marker"":""MGI:1098783"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098783""}"
115,10090,ENSMUSG00000003119,Cdk12,C,,"{""mgi_marker"":""MGI:1098802"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098802""}"
115,10090,ENSMUSG00000005069,Pex5,C,,"{""mgi_marker"":""MGI:1098808"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098808""}"
115,10090,ENSMUSG00000026790,Odf2,C,,"{""mgi_marker"":""MGI:1098824"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098824""}"
115,10090,ENSMUSG00000026798,Coq4,E,,"{""mgi_marker"":""MGI:1098826"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098826""}"
115,10090,ENSMUSG00000052852,Reep1,NE,,"{""mgi_marker"":""MGI:1098827"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1098827""}"
115,10090,ENSMUSG00000021468,Sptlc1,C,,"{""mgi_marker"":""MGI:1099431"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099431""}"
115,10090,ENSMUSG00000059060,Rad51b,E,,"{""mgi_marker"":""MGI:1099436"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099436""}"
115,10090,ENSMUSG00000031349,Nsdhl,C,,"{""mgi_marker"":""MGI:1099438"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099438""}"
115,10090,ENSMUSG00000020272,Stk10,NE,,"{""mgi_marker"":""MGI:1099439"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099439""}"
115,10090,ENSMUSG00000039231,Suv39h1,NE,,"{""mgi_marker"":""MGI:1099440"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099440""}"
115,10090,ENSMUSG00000021189,Atxn3,NE,,"{""mgi_marker"":""MGI:1099442"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099442""}"
115,10090,ENSMUSG00000043079,Synpo,NE,,"{""mgi_marker"":""MGI:1099446"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099446""}"
115,10090,ENSMUSG00000023235,Ccl25,NE,,"{""mgi_marker"":""MGI:1099448"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099448""}"
115,10090,ENSMUSG00000031337,Mtm1,C,,"{""mgi_marker"":""MGI:1099452"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099452""}"
115,10090,ENSMUSG00000031167,Rbm3,NE,,"{""mgi_marker"":""MGI:1099460"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099460""}"
115,10090,ENSMUSG00000032942,Ucp3,NE,,"{""mgi_marker"":""MGI:1099787"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099787""}"
115,10090,ENSMUSG00000021701,Plk2,C,,"{""mgi_marker"":""MGI:1099790"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099790""}"
115,10090,ENSMUSG00000026384,Ptpn4,NE,,"{""mgi_marker"":""MGI:1099792"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099792""}"
115,10090,ENSMUSG00000025225,Nfkb2,C,,"{""mgi_marker"":""MGI:1099800"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099800""}"
115,10090,ENSMUSG00000015094,Npdc1,NE,,"{""mgi_marker"":""MGI:1099802"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099802""}"
115,10090,ENSMUSG00000039959,Hip1,C,,"{""mgi_marker"":""MGI:1099804"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099804""}"
115,10090,ENSMUSG00000021732,Fgf10,C,,"{""mgi_marker"":""MGI:1099809"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099809""}"
115,10090,ENSMUSG00000034462,Pkd2,C,,"{""mgi_marker"":""MGI:1099818"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099818""}"
115,10090,ENSMUSG00000028465,Tln1,C,,"{""mgi_marker"":""MGI:1099832"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099832""}"
115,10090,ENSMUSG00000040356,Skiv2l,C,,"{""mgi_marker"":""MGI:1099835"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1099835""}"
115,10090,ENSMUSG00000022015,Tnfsf11,C,,"{""mgi_marker"":""MGI:1100089"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100089""}"
115,10090,ENSMUSG00000025969,Nrp2,NE,,"{""mgi_marker"":""MGI:1100492"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100492""}"
115,10090,ENSMUSG00000054051,Ercc6,NE,,"{""mgi_marker"":""MGI:1100494"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100494""}"
115,10090,ENSMUSG00000000563,Atp5f1,E,,"{""mgi_marker"":""MGI:1100495"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100495""}"
115,10090,ENSMUSG00000020848,Doc2b,NE,,"{""mgi_marker"":""MGI:1100497"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100497""}"
115,10090,ENSMUSG00000025229,Pitx3,C,,"{""mgi_marker"":""MGI:1100498"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100498""}"
115,10090,ENSMUSG00000059714,Flot1,NE,,"{""mgi_marker"":""MGI:1100500"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100500""}"
115,10090,ENSMUSG00000031130,Brs3,NE,,"{""mgi_marker"":""MGI:1100501"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100501""}"
115,10090,ENSMUSG00000030247,Kcnj8,C,,"{""mgi_marker"":""MGI:1100508"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100508""}"
115,10090,ENSMUSG00000049265,Kcnk3,NE,,"{""mgi_marker"":""MGI:1100509"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100509""}"
115,10090,ENSMUSG00000027379,Bub1,C,,"{""mgi_marker"":""MGI:1100510"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100510""}"
115,10090,ENSMUSG00000031928,Mre11a,C,,"{""mgi_marker"":""MGI:1100512"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100512""}"
115,10090,ENSMUSG00000038765,Lmx1b,C,,"{""mgi_marker"":""MGI:1100513"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100513""}"
115,10090,ENSMUSG00000020994,Pnn,C,,"{""mgi_marker"":""MGI:1100514"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100514""}"
115,10090,ENSMUSG00000025880,Smad7,C,,"{""mgi_marker"":""MGI:1100518"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100518""}"
115,10090,ENSMUSG00000022451,Twf1,NE,,"{""mgi_marker"":""MGI:1100520"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100520""}"
115,10090,ENSMUSG00000019865,Nmbr,NE,,"{""mgi_marker"":""MGI:1100525"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100525""}"
115,10090,ENSMUSG00000019803,Nr2e1,C,,"{""mgi_marker"":""MGI:1100526"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100526""}"
115,10090,ENSMUSG00000010505,Myt1,C,,"{""mgi_marker"":""MGI:1100535"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100535""}"
115,10090,ENSMUSG00000035299,Mid1,NE,,"{""mgi_marker"":""MGI:1100537"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100537""}"
115,10090,ENSMUSG00000029313,Aff1,NE,,"{""mgi_marker"":""MGI:1100819"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100819""}"
115,10090,ENSMUSG00000003731,Kpna6,NE,,"{""mgi_marker"":""MGI:1100836"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100836""}"
115,10090,ENSMUSG00000025089,Gfra1,C,,"{""mgi_marker"":""MGI:1100842"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100842""}"
115,10090,ENSMUSG00000058354,Krt6a,C,,"{""mgi_marker"":""MGI:1100845"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100845""}"
115,10090,ENSMUSG00000018160,Med1,C,,"{""mgi_marker"":""MGI:1100846"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100846""}"
115,10090,ENSMUSG00000067276,Capn6,NE,,"{""mgi_marker"":""MGI:1100850"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100850""}"
115,10090,ENSMUSG00000040028,Elavl1,C,,"{""mgi_marker"":""MGI:1100851"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100851""}"
115,10090,ENSMUSG00000032470,Mras,NE,,"{""mgi_marker"":""MGI:1100856"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100856""}"
115,10090,ENSMUSG00000035547,Capn5,C,,"{""mgi_marker"":""MGI:1100859"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100859""}"
115,10090,ENSMUSG00000020170,Frs2,C,,"{""mgi_marker"":""MGI:1100860"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100860""}"
115,10090,ENSMUSG00000021929,Kpna3,NE,,"{""mgi_marker"":""MGI:1100863"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100863""}"
115,10090,ENSMUSG00000018581,Dnah11,C,,"{""mgi_marker"":""MGI:1100864"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100864""}"
115,10090,ENSMUSG00000094936,Rbm4,NE,,"{""mgi_marker"":""MGI:1100865"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100865""}"
115,10090,ENSMUSG00000020704,Asic2,NE,,"{""mgi_marker"":""MGI:1100867"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100867""}"
115,10090,ENSMUSG00000062444,Ap3b2,NE,,"{""mgi_marker"":""MGI:1100869"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100869""}"
115,10090,ENSMUSG00000021360,Gcnt2,NE,,"{""mgi_marker"":""MGI:1100870"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100870""}"
115,10090,ENSMUSG00000019817,Plagl1,NE,,"{""mgi_marker"":""MGI:1100874"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100874""}"
115,10090,ENSMUSG00000011114,Tbrg1,NE,,"{""mgi_marker"":""MGI:1100877"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100877""}"
115,10090,ENSMUSG00000041571,Selenow,NE,,"{""mgi_marker"":""MGI:1100878"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100878""}"
115,10090,ENSMUSG00000027978,Prss12,NE,,"{""mgi_marker"":""MGI:1100881"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100881""}"
115,10090,ENSMUSG00000012520,Phox2b,C,,"{""mgi_marker"":""MGI:1100882"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100882""}"
115,10090,ENSMUSG00000016028,Celsr1,C,,"{""mgi_marker"":""MGI:1100883"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100883""}"
115,10090,ENSMUSG00000030878,Cdr2,NE,,"{""mgi_marker"":""MGI:1100885"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100885""}"
115,10090,ENSMUSG00000029086,Prom1,NE,,"{""mgi_marker"":""MGI:1100886"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1100886""}"
115,10090,ENSMUSG00000035678,Tnfsf9,NE,,"{""mgi_marker"":""MGI:1101058"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101058""}"
115,10090,ENSMUSG00000028965,Tnfrsf9,NE,,"{""mgi_marker"":""MGI:1101059"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101059""}"
115,10090,ENSMUSG00000100241,Slc18a3,C,,"{""mgi_marker"":""MGI:1101061"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101061""}"
115,10090,ENSMUSG00000037465,Klf10,NE,,"{""mgi_marker"":""MGI:1101353"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101353""}"
115,10090,ENSMUSG00000024940,Ltbp3,NE,,"{""mgi_marker"":""MGI:1101355"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101355""}"
115,10090,ENSMUSG00000057530,Ece1,C,,"{""mgi_marker"":""MGI:1101357"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101357""}"
115,10090,ENSMUSG00000001441,Npepps,NE,,"{""mgi_marker"":""MGI:1101358"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101358""}"
115,10090,ENSMUSG00000026484,Rnf2,C,,"{""mgi_marker"":""MGI:1101759"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101759""}"
115,10090,ENSMUSG00000003452,Bicd1,NE,,"{""mgi_marker"":""MGI:1101760"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:1101760""}"
