lncRNA_ID,Score,PredLabel
lNONMMUG002215,1.6271331920717973,1
lD230017M19Rik,1.2854000430196226,1
lENSMUSG00000096958,0.9407604895464364,1
lENSMUSG00000097469,0.9977148839240347,1
lNONMMUG026340,1.3260141268869194,1
lENSMUSG00000086220,0.8619679998786031,1
lNONMMUG027333,1.3097124772854887,1
lENSMUSG00000097122,0.7693840024283977,1
lENSMUSG00000102437,0.9765298474316656,1
lENSMUSG00000106407,1.2252164900204452,1
lENSMUSG00000097554,0.7881592834573486,1
lNONMMUG045569,1.3181409490235314,1
lENSMUSG00000085376,1.06840826409635,1
lENSMUSG00000102923,1.0614447764372006,1
lENSMUSG00000097213,0.9046851643320953,1
lENSMUSG00000107799,0.7909829683046771,1
lENSMUSG00000087142,1.0931168528393034,1
lENSMUSG00000100826,1.07800424611297,1
lENSMUSG00000096972,0.8598758845712969,1
lENSMUSG00000097922,0.963441693490582,1
lENSMUSG00000078684,0.8672456008767587,1
lNONMMUG009962,0.9999067350782856,1
lENSMUSG00000085264,1.0703827592562067,1
lENSMUSG00000109125,0.9543915506379667,1
l9330185C12Rik,1.2655845107105979,1
lENSMUSG00000044471,1.0002797846597975,1
lENSMUSG00000085891,0.7023042633867808,1
lGm2716,0.9551307547842517,1
lENSMUSG00000079011,0.8163057834380415,1
lNONMMUG016294,1.2710994197574923,1
lENSMUSG00000084950,1.0780787420690547,1
lNONMMUG006378,1.3272768736621305,1
lNONMMUG020672,1.3014561424599709,1
lENSMUSG00000106218,0.8143229123946459,1
lENSMUSG00000087203,0.8457443311602352,1
lENSMUSG00000098145,0.9271569807445293,1
lENSMUSG00000097640,1.0826863556366124,1
lENSMUSG00000097365,0.8663503814487276,1
lENSMUSG00000105552,1.1600965306871576,1
lNONMMUG025750,1.5796797443107682,1
lENSMUSG00000097479,0.955232496730675,1
lENSMUSG00000101640,0.9326131544183217,1
lENSMUSG00000097168,0.8480891089967902,1
lENSMUSG00000053714,0.985523679012447,1
lENSMUSG00000107246,0.8216301559525353,1
lENSMUSG00000085885,0.9644460719634954,1
lNONMMUG030863,1.4245758151494687,1
lENSMUSG00000086417,1.3401982907801244,1
lNONMMUG016370,1.3178761782575226,1
lENSMUSG00000097393,1.3778621857745197,1
lENSMUSG00000097207,0.7679982756266118,1
lENSMUSG00000085667,1.5286259381083926,1
lENSMUSG00000086368,1.3015089712530443,1
lENSMUSG00000085589,1.0547003957068046,1
lENSMUSG00000097661,0.7388523087578013,1
lENSMUSG00000086451,0.7939033065493836,1
lENSMUSG00000085438,0.8413091605215347,1
lENSMUSG00000086273,1.2961379714241037,1
lENSMUSG00000109532,0.7277962474028375,1
lNONMMUG030662,1.1935591546027542,1
lENSMUSG00000097191,0.7909876468311287,1
lNONMMUG018153,1.1429100475664757,1
lENSMUSG00000101585,1.025751421555542,1
lNONMMUG005124,1.3538635454978039,1
lENSMUSG00000099519,0.8920022446111223,1
lENSMUSG00000084799,0.8155905692701159,1
lENSMUSG00000085284,0.9022494738605237,1
l5430416N02Rik,1.1301136218783814,1
lENSMUSG00000099706,0.9409426034980602,1
lENSMUSG00000085631,1.0166672834049866,1
lENSMUSG00000098768,1.254776780616952,1
lENSMUSG00000074415,1.1087090670419446,1
lNONMMUG019605,1.1968609961059844,1
lNONMMUG017485,1.1588749611619011,1
lENSMUSG00000086080,0.7031734282282419,1
lENSMUSG00000093479,1.0048376492191426,1
lENSMUSG00000108112,0.9362995431945241,1
lENSMUSG00000086762,1.122278893966369,1
lENSMUSG00000085465,1.0751010985803493,1
lENSMUSG00000086157,0.8253211837236326,1
lENSMUSG00000091908,1.0702691921048473,1
lENSMUSG00000043340,0.8586896778241472,1
lENSMUSG00000099869,0.8208448722890883,1
lENSMUSG00000086429,0.9986447482353374,1
lENSMUSG00000097060,1.0768435817535948,1
lENSMUSG00000072929,0.7206509465546863,1
lENSMUSG00000089964,0.9435270056294504,1
lENSMUSG00000108546,1.053323309072569,1
lNONMMUG010475,1.306416506231388,1
lENSMUSG00000057359,0.9310982490654302,1
lENSMUSG00000086544,1.1775250074762358,1
lENSMUSG00000096929,1.0322208581740586,1
lENSMUSG00000087495,0.7350832230210945,1
lENSMUSG00000097911,0.8893726783974804,1
lENSMUSG00000101348,0.5737114268515758,1
lENSMUSG00000085237,0.5723915079639018,1
lENSMUSG00000067835,0.7900876241404423,1
lENSMUSG00000085071,0.9626019188822729,1
lNONMMUG027814,1.2384821264504229,1
lENSMUSG00000078143,0.977659504538183,1
lENSMUSG00000097816,0.8399440832375139,1
lENSMUSG00000098302,1.0195863409884414,1
lENSMUSG00000055897,0.9807359505216217,1
lENSMUSG00000097206,0.9984607831700619,1
lENSMUSG00000031325,0.9838456086012163,1
lNONMMUG009283,1.1639563998463291,1
lENSMUSG00000107427,1.0555384479852155,1
lENSMUSG00000085568,1.006140431283514,1
lENSMUSG00000086539,0.8473609509848804,1
lENSMUSG00000087125,1.1817513412204637,1
lENSMUSG00000092625,0.9019961038678891,1
lENSMUSG00000102476,1.1211807457267913,1
lNONMMUG031589,1.4042705478682809,1
lNONMMUG007538,1.152310774298913,1
lENSMUSG00000097726,0.6874813119870727,1
lENSMUSG00000032443,0.6835038740416782,1
lENSMUSG00000086414,1.0336433551384108,1
lENSMUSG00000099510,0.8538776469092132,1
lNONMMUG013779,1.2327319302435615,1
lENSMUSG00000085573,1.0469086780543808,1
lNONMMUG041573,1.1178299007884522,1
lENSMUSG00000098760,0.8272670105020287,1
lENSMUSG00000085931,0.6202812172764159,1
lENSMUSG00000074465,0.8933289927236975,1
lENSMUSG00000086728,0.9791900580702465,1
lNONMMUG034044,1.1590706115481044,1
lENSMUSG00000101628,0.9543618050360881,1
lENSMUSG00000074555,0.7113204546984254,1
lENSMUSG00000087640,0.6315482827275948,1
lArhgap26,-0.5394941951632982,0
lENSMUSG00000097725,0.6643446808788004,1
lNdor1,-0.4945748190376501,0
lENSMUSG00000079671,1.0360871533824128,1
lENSMUSG00000073821,0.8524938074244536,1
lENSMUSG00000073147,1.0690160114538276,1
lNONMMUG010559,1.355584357242991,1
lNONMMUG002557,1.1749914401323327,1
lENSMUSG00000104302,0.8681136946304823,1
lENSMUSG00000087641,0.7751777098043978,1
lENSMUSG00000092220,1.1278514703123808,1
lNONMMUG018236,1.293875591420603,1
lENSMUSG00000085234,1.098963725448046,1
lENSMUSG00000105020,0.6924684230715191,1
lENSMUSG00000087402,0.4460417883455837,1
lNONMMUG005081,1.257735892488144,1
lENSMUSG00000086219,0.6390798269766284,1
lENSMUSG00000103393,1.0316987617854085,1
lSnhg4,1.2257564740106108,1
lENSMUSG00000085303,0.6646735180437436,1
lENSMUSG00000086353,0.6791715983829808,1
lENSMUSG00000086805,0.74545105345827,1
lENSMUSG00000108034,0.9174067692252114,1
lENSMUSG00000043192,0.9257710246705974,1
lENSMUSG00000096938,1.0299600074157826,1
lNONMMUG025318,1.6377514113544027,1
lENSMUSG00000074354,1.017990623731082,1
lENSMUSG00000082063,1.5207060997529016,1
lENSMUSG00000102009,1.508060308983973,1
lENSMUSG00000097380,0.8611072644118442,1
lENSMUSG00000097462,0.7302905514902581,1
lNONMMUG005099,1.2102253826493286,1
lNONMMUG007197,1.0629003597106408,1
lENSMUSG00000102558,1.0421075209818884,1
lENSMUSG00000108171,1.0350181985051865,1
lCcl27a,-0.4782475155595146,0
lENSMUSG00000087518,1.0895462203113215,1
lENSMUSG00000097216,0.7509594882612892,1
lENSMUSG00000087356,1.0802103304460804,1
lENSMUSG00000097048,1.037650416757602,1
lENSMUSG00000087366,1.0247255707609089,1
lENSMUSG00000087028,0.5955149935683456,1
lFtx,1.335572546934218,1
lNONMMUG024327,1.149014280857715,1
lENSMUSG00000085754,1.085792238042318,1
