lncRNA_ID,Score
lNONMMUG032638,0.11693377679907288
lNONMMUG022883,0.11703960092361691
lNONMMUG003370,0.11742968861146905
lNONMMUG025022,0.11766636253949889
lNONMMUG040306,0.11772029492829227
lNONMMUG035814,0.11795014192323573
lNONMMUG017342,0.11819968097002032
lNONMMUG011510,0.11825213543424581
lNONMMUG021110,0.11826958132335229
lNONMMUG015214,0.11828860064726222
lNONMMUG037787,0.11833941134941546
lNONMMUG007906,0.11847285843406778
lNONMMUG000794,0.1185165317367309
lNONMMUG011038,0.11864370848319289
lNONMMUG010953,0.11869628185316149
lNONMMUG000676,0.11872441919580907
lNONMMUG040938,0.11873573453888144
lNONMMUG028793,0.11940892673033428
lNONMMUG041108,0.11962571614713467
lENSMUSG00000108579,0.11967082561289126
lNONMMUG010070,0.11968324154722279
lENSMUSG00000092185,0.11977891578559322
lSnord70,0.11990653018623296
lNONMMUG029990,0.11998777734277284
lNONMMUG012654,0.12030891980967447
lNONMMUG008950,0.1204998848183234
lNONMMUG033612,0.12073659394022349
lNONMMUG038222,0.12074655376846617
lNONMMUG011300,0.12080642565535989
lNONMMUG008521,0.12103470793216621
lNONMMUG035826,0.12126414837155466
lNONMMUG030540,0.1213077361586817
lENSMUSG00000085383,0.12135380222436819
lNONMMUG038438,0.12154373670841372
lNONMMUG004143,0.12178764888147367
lENSMUSG00000101701,0.1218200715461576
lNONMMUG024593,0.12201544981419786
lNONMMUG000543,0.12212974068016293
lNONMMUG032288,0.12223886112517664
lENSMUSG00000086669,0.122290743090332
lENSMUSG00000093590,0.1224241460401175
lMir196a-1,0.12245395331713177
lENSMUSG00000085193,0.12248808810973655
lGm13322,0.12248808810973655
lNONMMUG018052,0.12279932110811957
lENSMUSG00000108788,0.12303172379999675
lNONMMUG004317,0.12308194639065595
lNONMMUG027212,0.12322740263698706
lNONMMUG011966,0.12326485572018057
lNONMMUG013391,0.12340468290074948
lNONMMUG029314,0.12347166039441837
lNONMMUG002645,0.12357621956263422
lENSMUSG00000086253,0.12359627029427167
lNONMMUG005715,0.12373796459435853
lENSMUSG00000086633,0.12381676752690467
lGm16081,0.12381676752690467
lNONMMUG045260,0.12388702964564796
lNONMMUG024413,0.12392532467962326
lNONMMUG007898,0.12395523782877421
lNONMMUG005197,0.12409835808467241
lNONMMUG011883,0.12420188080734161
lNONMMUG033916,0.12422722400122865
lNONMMUG004954,0.12430692123560425
lNONMMUG032027,0.12434882928020484
lNONMMUG020752,0.12485221339476453
lNONMMUG026649,0.12499184788021761
lNONMMUG045976,0.12501982170701806
lNONMMUG043425,0.12506534072069575
lNONMMUG023947,0.12512859276063196
lNONMMUG028926,0.12533489739479572
lNONMMUG004963,0.12542032947970885
lNONMMUG017289,0.1255736461933418
lNONMMUG016159,0.1257930108976013
lENSMUSG00000087241,0.12583244419283737
lENSMUSG00000098778,0.12591284962392274
lENSMUSG00000087492,0.1263933401928768
lENSMUSG00000086387,0.12643976116841557
lGm16131,0.12657888194199615
lNONMMUG011284,0.12669136821290766
lENSMUSG00000109464,0.12669519674170004
lNONMMUG043276,0.12676033666370637
lENSMUSG00000086783,0.12694358681490503
lMir196a-2,0.1269930417148015
lNONMMUG040881,0.12706412103383333
lENSMUSG00000090116,0.12714465256183644
lNONMMUG041394,0.12714465256183644
lNONMMUG005653,0.12723263859013903
lNONMMUG014438,0.12730467274480164
lNONMMUG039136,0.12749012179247773
lNONMMUG007975,0.1275960514880251
lNONMMUG028567,0.1276248043487977
lNONMMUG000304,0.12798963423657772
lNONMMUG043577,0.12804253974803434
lENSMUSG00000107047,0.12804320662689708
lNONMMUG016057,0.12808244942748362
lNONMMUG039998,0.128160851402547
lNONMMUG033615,0.12820507161890513
lNONMMUG018807,0.1283843083053936
lENSMUSG00000100062,0.12849708839725654
lNONMMUG001427,0.12849708839725654
lNONMMUG015553,0.12851646292308203
lNONMMUG030033,0.12854997414505168
lENSMUSG00000078618,0.12857071671776613
lNONMMUG039316,0.12874726792167782
lNONMMUG029263,0.12881422292867212
lNONMMUG019715,0.12894233662233792
lNONMMUG020729,0.1289781197531581
lNONMMUG018154,0.1290457891994438
lNONMMUG010101,0.12921153543623
l4930544I03Rik,0.12944170704860405
lNONMMUG022746,0.12950223595102497
lNONMMUG043875,0.1295077107043381
lNONMMUG000556,0.12958413265552357
lENSMUSG00000105903,0.12959389321129974
lNONMMUG029985,0.1296453932581949
lENSMUSG00000086621,0.12980021468391842
lNONMMUG018497,0.12984953981043956
lENSMUSG00000084823,0.12993490121527057
lNONMMUG009792,0.12998199792409357
lNONMMUG027419,0.12999361343333313
lNONMMUG037021,0.13007124537450332
lNONMMUG040675,0.1301281188056528
lNONMMUG001475,0.13016558767212144
lNONMMUG022193,0.13019628955099388
lNONMMUG002001,0.13032162003387104
lNONMMUG035378,0.13034026387992223
lGm12160,0.1303715173254705
lNONMMUG008379,0.1305028497976839
lNONMMUG045416,0.13058615520779557
lNONMMUG016695,0.13059754192396753
lNONMMUG007897,0.13061028480544598
lNONMMUG036899,0.13066383673625057
lNONMMUG018992,0.13070052269519403
lGm16306,0.13072422377923767
lENSMUSG00000086542,0.13072926888106345
lGm13782,0.13072926888106345
lENSMUSG00000108295,0.1307482801852724
lENSMUSG00000102046,0.13091410133288217
lNONMMUG014263,0.13099691230824806
lNONMMUG032678,0.1310175556359147
lENSMUSG00000101386,0.13109806071939528
lENSMUSG00000093479,0.1311478024158158
lNONMMUG021671,0.13128387729268395
lNONMMUG014299,0.1314634503596796
lSnord91a,0.1317940954798068
lENSMUSG00000086479,0.13181237634529636
lGm16014,0.13181237634529636
lNONMMUG041016,0.1319289968556153
lNONMMUG015847,0.13200587505438616
lNONMMUG036190,0.13205587054603068
lNONMMUG040025,0.1320577437749758
lNONMMUG031559,0.13209976441254875
lENSMUSG00000108419,0.13215994187345603
lENSMUSG00000105773,0.13219891649091636
lNONMMUG016519,0.13249191031342245
lNONMMUG036658,0.13253856866306438
lNONMMUG032519,0.13254357775917255
lNONMMUG035735,0.1325812308461253
lENSMUSG00000085813,0.132616926409258
lNONMMUG014453,0.13280909266829302
lNONMMUG038162,0.13281746067995664
lNONMMUG036062,0.1328867339559707
lNONMMUG035249,0.13290102789030855
lNONMMUG029454,0.13292905816885348
lNONMMUG039184,0.13296950529386165
lNONMMUG019522,0.13308057891034916
lENSMUSG00000100684,0.13322895086616418
lNONMMUG011176,0.13342349934961836
lENSMUSG00000085428,0.13345147091043988
lGm14344,0.13345147091043988
lENSMUSG00000086346,0.13352415647145846
lENSMUSG00000089956,0.13354972898281714
lNONMMUG003792,0.13359179379508498
lNONMMUG035497,0.13362959673730496
lNONMMUG043152,0.1336539545507741
lNONMMUG020106,0.13366196032498734
lNONMMUG044497,0.13371730414555535
lNONMMUG045683,0.13377031781194385
lNONMMUG031290,0.13386042146846236
lNONMMUG032184,0.1339566889946996
lNONMMUG012207,0.13402090854917675
lNONMMUG040865,0.13420786988809694
lNONMMUG000852,0.13428796589887396
lNONMMUG032259,0.13439554423940048
lNONMMUG025082,0.13450971100786285
lNONMMUG028361,0.13459022863699022
lNONMMUG014004,0.1347455850506745
lNONMMUG029538,0.13474936451936587
lENSMUSG00000086836,0.134862555433479
lNONMMUG010493,0.13492060656639385
lNONMMUG012907,0.13493276162885456
lENSMUSG00000085209,0.13504889608720771
lNONMMUG012469,0.1351435030948542
lNONMMUG039429,0.13547627515945312
lENSMUSG00000086165,0.1355372532887364
lGm15690,0.1355372532887364
lNONMMUG036820,0.13572348288606664
lNONMMUG015811,0.1357986303601244
lNONMMUG010319,0.1358774765130859
lNONMMUG007992,0.13594448867360048
lENSMUSG00000108749,0.13609816016349735
lENSMUSG00000085663,0.13628851807983916
lNONMMUG039487,0.13628851807983916
lENSMUSG00000100029,0.13630040433641474
lNONMMUG017337,0.13631292430627395
lNONMMUG013024,0.13645228837512247
lNONMMUG042108,0.1365002047326449
lNONMMUG026527,0.13653484865486684
lENSMUSG00000085070,0.13653672259067165
lNONMMUG043845,0.13654962986983948
l1700092E19Rik,0.13658064836806205
lNONMMUG036689,0.1365992417659898
lNONMMUG027087,0.13670239803008188
lNONMMUG009896,0.13670373912306788
lENSMUSG00000084761,0.1367730460862128
lGm12406,0.1367730460862128
lNONMMUG006125,0.13683550095718874
lENSMUSG00000108505,0.13684459331683593
lNONMMUG022397,0.136868982464287
lENSMUSG00000101233,0.13697854550149619
lNONMMUG032314,0.1371471634007514
lNONMMUG017630,0.1373779125525643
lNONMMUG031756,0.13749600342098278
lNONMMUG034888,0.13750056141819728
lNONMMUG012662,0.13752626453827554
lNONMMUG012670,0.13753769992254344
lNONMMUG023906,0.13753808321321515
lENSMUSG00000099969,0.13754151280190993
lNONMMUG028326,0.13755426101584475
lNONMMUG029982,0.13761786260589504
lNONMMUG018594,0.1377146872700152
lGm16712,0.13774127474050002
lNONMMUG019536,0.13777306588655733
lNONMMUG028577,0.13781127900767118
lENSMUSG00000085166,0.13805526542947472
lGm15522,0.13805526542947472
lENSMUSG00000104791,0.13815469158302082
lNONMMUG027190,0.13815469158302082
lENSMUSG00000103799,0.13820900456636193
lNONMMUG032549,0.13821546983158273
lNONMMUG009418,0.13824333910722364
lNONMMUG011249,0.1383315802331987
lENSMUSG00000105730,0.13835866786743423
lNONMMUG011011,0.138414979443713
lENSMUSG00000107110,0.13844119775059965
lENSMUSG00000107637,0.13848023549819843
lNONMMUG011218,0.1384971636152391
lENSMUSG00000107598,0.13857640507617727
lENSMUSG00000085183,0.1385824782111295
lNONMMUG017656,0.13858793088612797
lNONMMUG005660,0.13859391871579302
lNONMMUG011310,0.13876316578063005
lNONMMUG018362,0.13895804938488387
lENSMUSG00000105254,0.13896468351437385
lNONMMUG045611,0.13903208021592095
lNONMMUG039238,0.13912703586555833
lGm12066,0.1391807535071117
lNONMMUG034605,0.13942657237721848
lNONMMUG019099,0.1394580383136971
lNONMMUG035379,0.13984288694969335
lNONMMUG036089,0.1399038619732458
lSnord72,0.13990824626599183
lENSMUSG00000085574,0.13993991865705638
lGm11773,0.13996310610479287
lNONMMUG008340,0.13996310610479287
lNONMMUG005926,0.14001380700936977
lNONMMUG018130,0.14001724055803821
lNONMMUG015750,0.1400334402737826
lNONMMUG031211,0.1400838055404607
lNONMMUG025412,0.14008579635168508
lNONMMUG040876,0.1401945206537607
lNONMMUG022245,0.14022902685062885
lNONMMUG031505,0.14024957114231157
lNONMMUG008018,0.14034095579206468
lNONMMUG005867,0.14035538132447467
lNONMMUG026772,0.1404672571554406
lNONMMUG029937,0.14051709046748467
lNONMMUG014559,0.14054571340716823
lNONMMUG006094,0.14059358598097071
lENSMUSG00000107979,0.14065979784935095
lNONMMUG029600,0.1408574541878777
lENSMUSG00000107704,0.14093136495528752
lNONMMUG022712,0.14094463532580137
lNONMMUG029807,0.1409464239490951
lENSMUSG00000109084,0.14105120011524314
lNONMMUG044492,0.14112069031585245
lNONMMUG042430,0.1411479994596534
lNONMMUG002553,0.14127488360914955
lNONMMUG007304,0.1412772163885404
lNONMMUG035342,0.14141133870372793
lNONMMUG023144,0.14151244155694645
lNONMMUG011304,0.14163190967374117
lNONMMUG023915,0.1417410786196795
lENSMUSG00000107287,0.14175137513735156
lNONMMUG015026,0.1417922939494257
lNONMMUG021716,0.14180233026686878
lENSMUSG00000106466,0.1418167087653824
lNONMMUG017965,0.14185662311365174
lNONMMUG001424,0.14206463833385566
lGm13723,0.14218890617922456
lNONMMUG023260,0.14226095614868303
lNONMMUG016821,0.14234874832942002
lENSMUSG00000087495,0.14240760227979649
lGm14152,0.14240760227979649
lENSMUSG00000107876,0.14245189477229972
lENSMUSG00000091061,0.14253651891007277
lNONMMUG023914,0.14253651891007277
lENSMUSG00000099605,0.1426069292536245
lNONMMUG024020,0.14286640478042445
lNONMMUG032656,0.14291913576109877
lENSMUSG00000107477,0.14295970540012853
lNONMMUG032582,0.14311317896889222
lNONMMUG040312,0.14321881776036288
lNONMMUG023392,0.1432251305778004
lNONMMUG001564,0.14324289421698957
lNONMMUG012136,0.14332287379372194
lNONMMUG013197,0.14342223377741298
lENSMUSG00000107563,0.14344334650474075
lENSMUSG00000103530,0.14351177697579204
lNONMMUG034387,0.14355234675672254
lNONMMUG031324,0.14364923053870274
lNONMMUG028828,0.14366783160290525
lNONMMUG012268,0.1436838249437699
lENSMUSG00000107948,0.14380916551634942
lNONMMUG013783,0.1439165319254328
lENSMUSG00000085598,0.1439587877783108
lGm14715,0.1439587877783108
lENSMUSG00000103676,0.14397802288319553
lNONMMUG001358,0.14405584176863273
lNONMMUG017186,0.14416452576378413
lNONMMUG004835,0.14417456088591465
lNONMMUG016982,0.1443391422601558
lNONMMUG032315,0.14439638538738672
lNONMMUG039261,0.1444730324107057
lNONMMUG007734,0.1444912425745046
lNONMMUG002369,0.14450100016835668
lENSMUSG00000085639,0.1447964281922113
lGm15410,0.1447964281922113
lSnord52,0.14484384775531323
lNONMMUG015954,0.14487720137785368
lNONMMUG032864,0.14493074830912653
lSnord37,0.14509392120158596
lNONMMUG009587,0.145123984283231
lNONMMUG003970,0.14517554109188352
lNONMMUG017306,0.1452271733500107
lNONMMUG009139,0.14526695053858474
lNONMMUG042531,0.14556487640562496
lENSMUSG00000108141,0.14565237951587232
lNONMMUG028950,0.145679897057608
lNONMMUG038734,0.145794232749646
lNONMMUG016232,0.14591939643605212
lENSMUSG00000086687,0.14599548855027153
lNONMMUG024006,0.14599548855027153
lNONMMUG041732,0.1460057837690536
lNONMMUG018587,0.14607252287072534
lNONMMUG046207,0.1460974083360795
lNONMMUG038779,0.14617510654296226
lNONMMUG010700,0.14627340557209273
lNONMMUG034630,0.14633521612087727
lENSMUSG00000086203,0.14639803204422108
lGm13985,0.14639803204422108
lNONMMUG008646,0.1464028783276252
lNONMMUG001979,0.14640855875246164
lENSMUSG00000102574,0.14663380253298616
lNONMMUG007226,0.14665596953325172
lNONMMUG005936,0.14671219992981033
lNONMMUG040127,0.14685679043966435
lNONMMUG029558,0.14703126150003262
lNONMMUG013292,0.14703613483430739
lNONMMUG037103,0.14705404368826577
lNONMMUG003731,0.1470770484506628
lNONMMUG042435,0.1471140362458111
lENSMUSG00000093380,0.14711638618837453
lNONMMUG034536,0.14711638618837453
lNONMMUG023870,0.1471381642069173
lNONMMUG043518,0.14719691033113172
lNONMMUG006436,0.14721567634743285
l1700066O22Rik,0.14728978630397815
lNONMMUG006684,0.1473132998397534
lNONMMUG024476,0.14731701918095816
lNONMMUG031915,0.14740506788738914
lNONMMUG005390,0.14744861309861995
lENSMUSG00000086696,0.14756936177562543
lNONMMUG042427,0.14757667028665153
lNONMMUG025927,0.14761196077142227
lENSMUSG00000086068,0.14766326377361474
lNONMMUG037356,0.14777549699859246
lENSMUSG00000085352,0.14786139683382057
lNONMMUG031781,0.14786139683382057
lNONMMUG021769,0.1479930344998747
lNONMMUG024824,0.14800628882204014
lNONMMUG024509,0.14804606423033692
lNONMMUG006804,0.14805457418698706
lNONMMUG013066,0.14807402304143832
lNONMMUG008431,0.14814174542823003
lNONMMUG004604,0.14818948800590512
lENSMUSG00000109313,0.14820080085266005
lNONMMUG012410,0.14820329238351346
lENSMUSG00000109315,0.14824743029086457
lNONMMUG028889,0.14826467278793126
lNONMMUG027384,0.14828926964226463
lNONMMUG015953,0.14828930299004253
lENSMUSG00000104631,0.14833269296552698
lNONMMUG027224,0.14833269296552698
lNONMMUG035723,0.14847279319955628
lNONMMUG004163,0.1484740799529958
lENSMUSG00000086974,0.1485393213232879
lNONMMUG020568,0.14864890781943838
lNONMMUG004588,0.14865757693795026
lNONMMUG012468,0.1487012032120617
lENSMUSG00000103435,0.14880795130258495
lNONMMUG035936,0.14883452367822997
lNONMMUG045188,0.14883487508370663
lNONMMUG000263,0.1488649717723374
lNONMMUG027765,0.14892958462911304
lNONMMUG022138,0.1489897819328799
lENSMUSG00000078891,0.1489973985600666
lNONMMUG046024,0.14907550958407761
lGm11534,0.1490896378806082
lNONMMUG040449,0.14909702444275125
lNONMMUG040862,0.14917415661491484
lNONMMUG000405,0.14947033256314488
lNONMMUG024820,0.1497069397516266
lNONMMUG036390,0.14971060088175556
lNONMMUG007995,0.1497268765838728
lNONMMUG025168,0.14976765163284628
lNONMMUG029588,0.14986292787826153
lNONMMUG019173,0.15003919109889083
lENSMUSG00000102124,0.1500844642150963
lNONMMUG015608,0.15017800110630275
lNONMMUG011338,0.15022132042304223
lENSMUSG00000085899,0.15029080407166584
lNONMMUG032186,0.15034014313449853
lNONMMUG008693,0.15038665367255752
l4930562A09Rik,0.15039155543150534
lENSMUSG00000086945,0.15039155543150534
lNONMMUG028297,0.15052607061922252
lNONMMUG017366,0.1505854007320838
lENSMUSG00000104230,0.15064586613196027
lNONMMUG029841,0.15068276041383372
lNONMMUG044145,0.15070385884293844
lNONMMUG007873,0.15071688503935018
lNONMMUG008522,0.15080587787683986
lNONMMUG026344,0.15080619256542885
lNONMMUG040515,0.15084749780592555
lENSMUSG00000103478,0.15087109443545002
lENSMUSG00000086529,0.15091759993566245
lNONMMUG044254,0.1509233015330185
lNONMMUG011365,0.15100065048680242
lNONMMUG021773,0.1510814571174308
lENSMUSG00000085027,0.15111037760420398
lNONMMUG026257,0.15120419975739116
lNONMMUG014131,0.1512629500211547
lNONMMUG011382,0.1512844399151101
lENSMUSG00000107084,0.1513554410544056
lNONMMUG025218,0.1513773942891226
lNONMMUG013420,0.151421637078943
lNONMMUG041696,0.15148114782955802
lNONMMUG011359,0.1516888467775157
lNONMMUG015910,0.15177492861455136
lNONMMUG014182,0.1517939058897097
