Model,Cell_Line,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,heart,ELGP(HinSAGE),0.7954545454545454,0.9318181818181818,0.9210526315789473,0.8536585365853658,0.8636363636363636,0.7341303483857977,0.9385330578512396,0.9410142273600732
