Model,Cell_Line,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,brain,ELGP(HinSAGE),0.8863636363636364,0.8863636363636364,0.8863636363636364,0.8863636363636365,0.8863636363636364,0.7727272727272727,0.96900826446281,0.9708552106825472
