Model,Tissue,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,stomach,ELGP(HinSAGE),0.8488794669897032,0.8437310720775287,0.8445314853871648,0.8466998942757892,0.846305269533616,0.6926197184068574,0.9165386614796899,0.9105998139288286
