Model,Tissue,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,heart,ELGP(HinSAGE),0.8328285887341006,0.8740157480314961,0.868603916614024,0.8503401360544217,0.8534221683827983,0.7074446396679797,0.921714754672113,0.915298717095367
