Model,Tissue,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,lung,ELGP(HinSAGE),0.839794064203513,0.8567534827377347,0.8542821934688848,0.8469761759315821,0.8482737734706238,0.6966477397114325,0.9197836709282887,0.9137412109263839
