C,Precision,Recall,Specificity,F1,Accuracy,MCC,roc_auc,pr_auc
10,0.868603916614024,0.8328285887341006,0.8740157480314961,0.8503401360544217,0.8534221683827983,0.7074446396679797,0.921714754672113,0.915298717095367
1,0.8642993024730501,0.8255602665051484,0.87038158691702,0.8444857496902105,0.8479709267110842,0.696641964924977,0.9206906520321917,0.9149033672919249
100,0.8634085213032582,0.8346456692913385,0.8679588128407026,0.8487834924545735,0.8513022410660206,0.702994670043764,0.9206600188348305,0.9141203924895338
