Model,Cell_Line,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,stomach,ELGP(HinSAGE),0.8525136281041793,0.7404603270745003,0.7666122004357299,0.807284198451391,0.7964869775893398,0.5967320556871031,0.8773494011485065,0.8651007392708755
