Model,Cell_Line,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,heart,ELGP(HinSAGE),0.7795275590551181,0.8637189582071472,0.8511904761904762,0.8137843819159025,0.8216232586311326,0.6455384359637035,0.9042453025734455,0.8977571108247423
