Model,Cell_Line,Features,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,lung,ELGP(HinSAGE),0.7883101150817686,0.8437310720775287,0.8345623597306829,0.8107771375175206,0.8160205935796487,0.6330140806174331,0.8966291009505095,0.8912464914682192
